,CODEX,CODASS,CR,CURS,Q,APR,NP,NC,NF,GR,QUATRI
0,227332,240025,7.5,2010,2,S,7.7,7.7,7.7,51,Q2
1,230686,240025,7.5,2010,2,S,8.8,8.8,8.8,51,Q2
2,232356,240025,7.5,2010,2,S,5.7,5.7,5.7,51,Q2
3,227742,240025,7.5,2010,2,N,3.7,3.7,3.7,42,Q2
4,228884,240025,7.5,2010,2,S,5.4,5.4,5.4,42,Q2
5,227522,240025,7.5,2010,2,N,0.4,0.4,0.4,42,Q2
6,232094,240025,7.5,2010,2,S,8.0,8.0,8.0,42,Q2
7,226888,240025,7.5,2010,2,S,6.9,6.9,6.9,43,Q2
8,226793,240025,7.5,2010,2,N,0.6,0.6,0.6,43,Q2
9,227908,240025,7.5,2010,2,N,2.6,2.6,2.6,43,Q2
10,228695,240025,7.5,2010,2,N,1.4,1.4,1.4,43,Q2
11,228060,240025,7.5,2010,2,N,2.4,2.4,2.4,22,Q2
12,226410,240025,7.5,2010,2,S,5.1,5.1,5.1,22,Q2
13,227756,240025,7.5,2010,2,S,4.7,4.7,5.0,22,Q2
14,227133,240025,7.5,2010,2,S,8.5,8.5,8.5,22,Q2
15,227703,240025,7.5,2010,2,N,2.4,2.4,2.4,23,Q2
16,226455,240025,7.5,2010,2,S,5.4,5.4,5.4,33,Q2
17,227601,240025,7.5,2010,2,N,2.6,2.6,2.6,33,Q2
18,231199,240025,7.5,2010,2,S,5.1,5.1,5.1,13,Q2
19,228429,240025,7.5,2010,2,N,0.2,0.2,0.2,33,Q2
20,227182,240025,7.5,2010,2,S,6.0,6.0,6.0,41,Q2
21,227422,240025,7.5,2010,2,N,0.0,0.0,0.0,41,Q2
22,228497,240025,7.5,2010,2,S,4.5,4.5,5.0,41,Q2
23,228324,240025,7.5,2010,2,S,6.7,6.7,6.7,41,Q2
24,228436,240025,7.5,2010,2,N,4.0,4.0,4.0,13,Q2
25,228454,240025,7.5,2010,2,S,8.0,8.0,8.0,33,Q2
26,227320,240025,7.5,2010,2,N,0.5,0.5,0.5,12,Q2
27,227829,240025,7.5,2010,2,N,0.3,0.3,0.3,13,Q2
28,230199,240025,7.5,2010,2,S,9.6,9.6,9.6,11,Q2
29,230188,240025,7.5,2010,2,S,6.3,6.3,6.3,11,Q2
30,227231,240025,7.5,2010,2,S,9.0,9.0,9.0,11,Q2
31,228721,240025,7.5,2010,2,N,0.0,0.0,0.0,12,Q2
32,227383,240025,7.5,2010,2,N,4.4,4.4,4.4,12,Q2
33,227082,240025,7.5,2010,2,S,6.2,6.2,6.2,23,Q2
34,227261,240025,7.5,2010,2,S,6.8,6.8,6.8,23,Q2
35,227264,240025,7.5,2010,2,S,7.0,7.0,7.0,23,Q2
36,226410,240022,6.0,2010,2,S,7.0,7.0,7.0,22,Q2
37,227659,240022,6.0,2010,2,S,5.0,5.0,5.0,23,Q2
38,232799,240022,6.0,2010,2,N,3.5,3.5,3.5,53,Q2
39,228459,240012,6.0,2010,2,S,5.9,5.9,5.9,31,Q1
40,227338,240022,6.0,2010,2,S,7.9,7.9,7.9,52,Q2
41,227128,240022,6.0,2010,2,S,5.3,5.3,5.3,52,Q2
42,228745,240022,6.0,2010,2,S,6.8,6.8,6.8,52,Q2
43,228736,240025,7.5,2010,2,S,8.1,8.1,8.1,52,Q2
44,226684,240025,7.5,2010,2,N,1.0,1.0,1.0,52,Q2
45,232772,240012,6.0,2010,2,S,5.2,5.2,5.2,32,Q1
46,228474,240022,6.0,2010,2,S,6.5,6.5,6.5,33,Q2
47,227520,240022,6.0,2010,2,S,5.1,5.1,5.1,41,Q2
48,228122,240022,6.0,2010,2,S,5.0,5.0,5.0,42,Q2
49,233204,240022,6.0,2010,2,N,3.7,3.7,3.7,42,Q2
50,228884,240022,6.0,2010,2,N,2.4,2.4,2.4,43,Q2
51,228045,240022,6.0,2010,2,S,6.7,6.7,6.7,51,Q2
52,230686,240022,6.0,2010,2,S,7.7,7.7,7.7,51,Q2
53,230992,240022,6.0,2010,2,S,4.0,4.0,5.0,51,Q2
54,226889,240025,7.5,2010,2,S,6.0,6.0,6.0,52,Q2
55,227284,240025,7.5,2010,2,S,6.0,6.0,6.0,52,Q2
56,227728,240025,7.5,2010,2,S,7.8,7.8,7.8,52,Q2
57,227290,240022,6.0,2010,2,S,7.1,7.1,7.1,41,Q2
58,227908,240011,6.0,2010,2,N,3.2,3.2,3.2,22,Q1
59,228100,240012,6.0,2010,2,N,0.0,0.0,0.0,21,Q1
60,232799,240011,6.0,2010,2,N,2.6,2.6,2.6,21,Q1
61,227855,240025,7.5,2010,2,S,5.9,5.9,5.9,31,Q2
62,230248,240025,7.5,2010,2,S,5.6,5.6,5.6,32,Q2
63,227096,240025,7.5,2010,2,S,6.8,6.8,6.8,32,Q2
64,227087,240025,7.5,2010,2,S,7.1,7.1,7.1,32,Q2
65,230666,240025,7.5,2010,2,S,6.0,6.0,6.0,32,Q2
66,228382,240012,6.0,2010,2,N,4.4,4.4,4.4,11,Q1
67,227236,240012,6.0,2010,2,N,1.5,1.5,1.5,11,Q1
68,229262,240012,6.0,2010,2,S,5.0,5.0,5.0,11,Q1
69,227979,240012,6.0,2010,2,N,4.6,4.6,4.6,11,Q1
70,227320,240012,6.0,2010,2,N,4.0,4.0,4.0,11,Q1
71,226888,240012,6.0,2010,2,N,4.5,4.5,4.5,12,Q1
72,228704,240012,6.0,2010,2,S,5.4,5.4,5.4,12,Q1
73,231325,240012,6.0,2010,2,S,5.2,5.2,5.2,12,Q1
74,230939,240025,7.5,2010,2,N,3.7,3.7,3.7,23,Q2
75,228631,240011,6.0,2010,2,S,5.0,5.0,5.0,12,Q1
76,232879,240022,6.0,2010,2,S,7.4,7.4,7.4,22,Q2
77,228601,240022,6.0,2010,2,S,7.2,7.2,7.2,21,Q2
78,229370,240011,6.0,2010,2,S,8.0,8.0,8.0,12,Q1
79,229248,240022,6.0,2010,2,S,5.1,5.1,5.1,12,Q2
80,226648,240022,6.0,2010,2,S,5.4,5.4,5.4,12,Q2
81,227307,240022,6.0,2010,2,S,5.1,5.1,5.1,12,Q2
82,228432,240022,6.0,2010,2,S,6.8,6.8,6.8,13,Q2
83,228556,240011,6.0,2010,2,N,3.4,3.4,3.4,11,Q1
84,227231,240011,6.0,2010,2,N,4.3,4.3,4.3,32,Q1
85,228721,240022,6.0,2010,2,N,0.0,0.0,0.0,12,Q2
86,226464,240011,6.0,2010,2,S,5.0,5.0,5.0,32,Q1
87,228637,240022,6.0,2010,2,S,6.4,6.4,6.4,11,Q2
88,227231,240022,6.0,2010,2,N,4.0,4.0,4.0,11,Q2
89,229635,240022,6.0,2010,2,S,6.8,6.8,6.8,12,Q2
90,227034,240022,6.0,2010,2,S,7.0,7.0,7.0,31,Q2
91,227766,240022,6.0,2010,2,S,5.4,5.4,5.4,31,Q2
92,228454,240022,6.0,2010,2,S,7.3,7.3,7.3,32,Q2
93,228571,240022,6.0,2010,2,S,5.5,5.5,5.5,32,Q2
94,227584,240022,6.0,2010,2,S,8.1,8.1,8.1,32,Q2
95,228615,240022,6.0,2010,2,S,8.8,8.8,8.8,23,Q2
96,227296,240022,6.0,2010,2,S,7.0,7.0,7.0,23,Q2
97,228628,240022,6.0,2010,2,S,5.6,5.6,5.6,31,Q2
98,227958,240022,6.0,2010,2,S,6.5,6.5,6.5,31,Q2
99,228432,240013,6.0,2010,2,N,4.5,4.5,4.5,30,Q1
100,228260,240014,6.0,2010,2,S,5.0,5.0,5.0,11,Q1
101,232234,240014,6.0,2010,2,S,8.3,8.3,8.3,11,Q1
102,227791,240013,6.0,2010,2,S,5.2,5.2,5.2,30,Q1
103,232679,240013,6.0,2010,2,S,5.2,5.2,5.2,30,Q1
104,230210,240013,6.0,2010,2,S,6.1,6.1,6.1,30,Q1
105,227091,240024,4.5,2010,2,S,5.7,5.7,5.7,11,Q2
106,227828,240024,4.5,2010,2,S,5.8,5.8,5.8,12,Q2
107,227791,240024,4.5,2010,2,S,5.6,5.6,5.6,12,Q2
108,231048,240024,4.5,2010,2,S,5.0,5.0,5.0,12,Q2
109,227142,240024,4.5,2010,2,S,7.7,7.7,7.7,31,Q2
110,228229,240024,4.5,2010,2,S,6.2,6.2,6.2,31,Q2
111,232347,240024,4.5,2010,2,N,0.8,0.8,0.8,21,Q2
112,226944,240024,4.5,2010,2,S,7.7,7.7,7.7,22,Q2
113,227857,240015,6.0,2010,2,S,5.5,5.5,5.5,11,Q1
114,228494,240015,6.0,2010,2,S,6.1,6.1,6.1,12,Q1
115,228158,240015,6.0,2010,2,N,4.5,4.5,4.5,12,Q1
116,229925,240024,4.5,2010,2,S,8.3,8.3,8.3,31,Q2
117,227601,240024,4.5,2010,2,S,5.3,5.3,5.3,31,Q2
118,227355,240023,6.0,2010,2,S,6.1,6.1,6.1,40,Q2
119,226495,240015,6.0,2010,2,N,3.1,3.1,3.1,13,Q1
120,227735,240015,6.0,2010,2,S,5.0,5.0,5.0,33,Q1
121,232356,240015,6.0,2010,2,N,3.1,3.1,3.1,33,Q1
122,229176,240015,6.0,2010,2,S,6.7,6.7,6.7,33,Q1
123,226798,240015,6.0,2010,2,S,6.7,6.7,6.7,11,Q1
124,227355,240015,6.0,2010,2,S,5.0,5.0,5.0,11,Q1
125,228536,240023,6.0,2010,2,N,1.5,1.5,1.5,32,Q2
126,227953,240023,6.0,2010,2,S,5.0,5.0,5.0,40,Q2
127,228122,240023,6.0,2010,2,S,5.8,5.8,5.8,40,Q2
128,232933,240023,6.0,2010,2,S,5.1,5.1,5.1,40,Q2
129,227620,240023,6.0,2010,2,N,3.5,3.5,3.5,40,Q2
130,232094,240023,6.0,2010,2,S,6.6,6.6,6.6,40,Q2
131,226798,240023,6.0,2010,2,N,0.2,0.2,0.2,40,Q2
132,228260,240023,6.0,2010,2,S,6.6,6.6,6.6,40,Q2
133,233142,240023,6.0,2010,2,S,4.3,4.3,5.0,40,Q2
134,232235,240023,6.0,2010,2,S,5.8,5.8,5.8,40,Q2
135,228100,240015,6.0,2010,2,N,0.0,0.0,0.0,23,Q1
136,229108,240023,6.0,2010,2,S,8.1,8.1,8.1,32,Q2
137,226455,240023,6.0,2010,2,S,8.1,8.1,8.1,32,Q2
138,229754,240023,6.0,2010,2,S,7.1,7.1,7.1,32,Q2
139,229451,240023,6.0,2010,2,N,3.6,3.6,3.6,32,Q2
140,227092,240021,6.0,2010,2,S,8.1,8.1,8.1,13,Q2
141,228708,240021,6.0,2010,2,N,4.0,4.0,4.0,13,Q2
142,227641,240021,6.0,2010,2,N,4.5,4.5,4.5,13,Q2
143,228459,240021,6.0,2010,2,S,5.2,5.2,5.2,13,Q2
144,227838,240021,6.0,2010,2,N,3.2,3.2,3.2,13,Q2
145,227200,240021,6.0,2010,2,S,5.6,5.6,5.6,21,Q2
146,230772,240023,6.0,2010,2,N,3.5,3.5,3.5,50,Q2
147,226499,240023,6.0,2010,2,S,5.3,5.3,5.3,50,Q2
148,228745,240023,6.0,2010,2,S,7.1,7.1,7.1,50,Q2
149,226495,240023,6.0,2010,2,S,5.0,5.0,5.0,50,Q2
150,226877,240023,6.0,2010,2,S,5.0,5.0,5.0,50,Q2
151,232799,240023,6.0,2010,2,N,1.4,1.4,1.4,50,Q2
152,227284,240023,6.0,2010,2,N,4.6,4.6,4.6,50,Q2
153,228162,240021,6.0,2010,2,S,6.2,6.2,6.2,12,Q2
154,232124,240023,6.0,2010,2,N,2.0,2.0,2.0,50,Q2
155,227746,240023,6.0,2010,2,N,4.6,4.6,4.6,50,Q2
156,226635,240021,6.0,2010,2,S,6.3,6.3,6.3,11,Q2
157,230843,240021,6.0,2010,2,S,6.1,6.1,6.1,12,Q2
158,228049,240021,6.0,2010,2,N,3.5,3.5,3.5,12,Q2
159,227121,240021,6.0,2010,2,S,6.2,6.2,6.2,12,Q2
160,229146,240021,6.0,2010,2,S,5.2,5.2,5.2,12,Q2
161,227878,240021,6.0,2010,2,S,6.1,6.1,6.1,12,Q2
162,228027,240021,6.0,2010,2,N,4.5,4.5,4.5,12,Q2
163,227707,240023,6.0,2010,2,S,5.8,5.8,5.8,40,Q2
164,227406,240023,6.0,2010,2,N,4.8,4.8,4.8,40,Q2
165,230188,240021,6.0,2010,2,S,5.0,5.0,5.0,11,Q2
166,227639,240021,6.0,2010,2,S,7.0,7.0,7.0,11,Q2
167,227304,240021,6.0,2010,2,S,5.0,5.0,5.0,11,Q2
168,228091,240021,6.0,2010,2,S,7.0,7.0,7.0,12,Q2
169,228418,240013,6.0,2010,2,N,4.8,4.8,4.8,30,Q1
170,229759,240013,6.0,2010,2,S,5.1,5.1,5.1,30,Q1
171,227008,240021,6.0,2010,2,S,6.2,6.2,6.2,21,Q2
172,229857,240021,6.0,2010,2,S,8.2,8.2,8.2,21,Q2
173,227757,240021,6.0,2010,2,N,4.6,4.6,4.6,22,Q2
174,227260,240023,6.0,2010,2,S,5.3,5.3,5.3,11,Q2
175,230829,240012,6.0,2010,1,N,2.1,2.1,2.1,63,Q1
176,230933,240012,6.0,2010,1,S,6.4,6.4,6.4,71,Q1
177,229949,240012,6.0,2010,1,N,3.0,3.0,3.0,62,Q1
178,227012,240023,6.0,2010,2,S,5.4,5.4,5.4,21,Q2
179,226944,240023,6.0,2010,2,S,5.5,5.5,5.5,22,Q2
180,228122,240011,6.0,2010,1,S,5.0,5.0,5.0,63,Q1
181,228204,240011,6.0,2010,1,S,5.3,5.3,5.3,63,Q1
182,232054,240011,6.0,2010,1,S,7.0,7.0,7.0,63,Q1
183,232335,240011,6.0,2010,1,S,5.4,5.4,5.4,63,Q1
184,230310,240012,6.0,2010,1,S,7.0,7.0,7.0,22,Q1
185,227351,240012,6.0,2010,1,S,7.0,7.0,7.0,23,Q1
186,229911,240024,4.5,2010,2,N,0.1,0.1,0.1,42,Q2
187,227057,240024,4.5,2010,2,S,5.4,5.4,5.4,13,Q2
188,227947,240024,4.5,2010,2,S,8.3,8.3,8.3,13,Q2
189,228027,240024,4.5,2010,2,N,4.5,4.5,4.5,13,Q2
190,227871,240024,4.5,2010,2,S,6.1,6.1,6.1,23,Q2
191,227908,240024,4.5,2010,2,N,3.1,3.1,3.1,23,Q2
192,227128,240015,6.0,2010,2,S,5.0,5.0,5.0,21,Q1
193,228958,240015,6.0,2010,2,S,6.4,6.4,6.4,31,Q1
194,227887,240015,6.0,2010,2,S,6.7,6.7,6.7,31,Q1
195,228563,240015,6.0,2010,2,N,3.5,3.5,3.5,31,Q1
196,226515,240024,4.5,2010,2,S,8.0,8.0,8.0,33,Q2
197,232347,240012,6.0,2010,1,S,5.4,5.4,5.4,21,Q1
198,226467,240015,6.0,2010,2,S,5.3,5.3,5.3,12,Q1
199,227045,240015,6.0,2010,2,N,0.0,0.0,0.0,22,Q1
200,228660,240015,6.0,2010,2,N,4.4,4.4,4.4,22,Q1
201,227284,240024,4.5,2010,2,S,6.6,6.6,6.6,51,Q2
202,227856,240024,4.5,2010,2,N,4.2,4.2,4.2,52,Q2
203,228060,240012,6.0,2010,1,S,7.7,7.7,7.7,52,Q1
204,230006,240012,6.0,2010,1,S,7.2,7.2,7.2,52,Q1
205,228245,240015,6.0,2010,2,S,5.1,5.1,5.1,21,Q1
206,232933,240015,6.0,2010,2,S,5.3,5.3,5.3,32,Q1
207,227021,240015,6.0,2010,2,N,3.3,3.3,3.3,32,Q1
208,228432,240015,6.0,2010,2,S,5.6,5.6,5.6,32,Q1
209,227307,240015,6.0,2010,2,S,5.7,5.7,5.7,32,Q1
210,227326,240024,4.5,2010,2,S,5.0,5.0,5.0,51,Q2
211,232799,240024,4.5,2010,2,N,0.7,0.7,0.7,52,Q2
212,228556,240012,6.0,2010,1,N,3.0,3.0,3.0,43,Q1
213,232499,240012,6.0,2010,1,S,7.7,7.7,7.7,43,Q1
214,227032,240012,6.0,2010,1,S,5.9,5.9,5.9,42,Q1
215,227947,240012,6.0,2010,1,S,5.8,5.8,5.8,42,Q1
216,232094,240012,6.0,2010,1,S,6.4,6.4,6.4,42,Q1
217,226495,240012,6.0,2010,1,S,5.1,5.1,5.1,43,Q1
218,227236,240012,6.0,2010,1,N,1.5,1.5,1.5,52,Q1
219,228600,240023,6.0,2010,2,N,4.6,4.6,4.6,11,Q2
220,228367,240023,6.0,2010,2,N,3.2,3.2,3.2,11,Q2
221,227298,240023,6.0,2010,2,S,5.3,5.3,5.3,11,Q2
222,227327,240023,6.0,2010,2,S,5.0,5.0,5.0,11,Q2
223,227320,240023,6.0,2010,2,N,2.1,2.1,2.1,11,Q2
224,228005,240011,6.0,2010,1,S,6.2,6.2,6.2,11,Q1
225,226889,240011,6.0,2010,1,S,5.5,5.5,5.5,13,Q1
226,227505,240011,6.0,2010,1,N,2.5,2.5,2.5,13,Q1
227,227433,240011,6.0,2010,1,S,7.3,7.3,7.3,31,Q1
228,227757,240011,6.0,2010,1,S,6.1,6.1,6.1,42,Q1
229,228572,240011,6.0,2010,1,S,5.0,5.0,5.0,42,Q1
230,233204,240011,6.0,2010,1,N,4.0,4.0,4.0,42,Q1
231,226680,240011,6.0,2010,1,S,6.8,6.8,6.8,43,Q1
232,227413,240011,6.0,2010,1,N,2.6,2.6,2.6,43,Q1
233,227451,240011,6.0,2010,1,S,6.6,6.6,6.6,43,Q1
234,227351,240011,6.0,2010,1,S,8.1,8.1,8.1,23,Q1
235,228660,240011,6.0,2010,1,S,5.0,5.0,5.0,23,Q1
236,226679,240011,6.0,2010,1,S,5.5,5.5,5.5,41,Q1
237,227142,240011,6.0,2010,1,S,5.0,5.0,5.0,41,Q1
238,227518,240011,6.0,2010,1,S,7.7,7.7,7.7,41,Q1
239,227519,240011,6.0,2010,1,S,6.0,6.0,6.0,41,Q1
240,227590,240011,6.0,2010,1,S,10.0,10.0,10.0,41,Q1
241,227200,240011,6.0,2010,1,S,5.8,5.8,5.8,42,Q1
242,227686,240011,6.0,2010,1,N,3.5,3.5,3.5,42,Q1
243,228540,240011,6.0,2010,1,N,4.5,4.5,4.5,62,Q1
244,229949,240011,6.0,2010,1,N,1.5,1.5,1.5,62,Q1
245,227654,240011,6.0,2010,1,N,0.0,0.0,0.0,63,Q1
246,227856,240011,6.0,2010,1,S,6.4,6.4,6.4,63,Q1
247,229211,240011,6.0,2010,1,S,6.0,6.0,6.0,53,Q1
248,228476,240011,6.0,2010,1,N,3.0,3.0,3.0,62,Q1
249,229794,240011,6.0,2010,1,S,6.0,6.0,6.0,52,Q1
250,230006,240011,6.0,2010,1,S,9.5,9.5,9.5,52,Q1
251,227286,240011,6.0,2010,1,S,5.0,5.0,5.0,53,Q1
252,227012,240011,6.0,2010,1,S,6.1,6.1,6.1,21,Q1
253,227712,240011,6.0,2010,1,N,4.4,4.4,4.4,21,Q1
254,227199,240012,6.0,2010,1,S,7.0,7.0,7.0,72,Q1
255,228971,240012,6.0,2010,1,N,4.1,4.1,4.1,72,Q1
256,230686,240012,6.0,2010,1,S,9.5,9.5,9.5,72,Q1
257,230843,240012,6.0,2010,1,S,7.0,7.0,7.0,72,Q1
258,230992,240012,6.0,2010,1,S,6.3,6.3,6.3,72,Q1
259,231441,240012,6.0,2010,1,N,4.1,4.1,4.1,72,Q1
260,228179,240012,6.0,2010,1,S,6.4,6.4,6.4,21,Q1
261,228599,240012,6.0,2010,1,N,4.3,4.3,4.3,12,Q1
262,228601,240012,6.0,2010,1,S,5.9,5.9,5.9,12,Q1
263,227447,240012,6.0,2010,1,N,4.5,4.5,4.5,13,Q1
264,227505,240012,6.0,2010,1,S,5.2,5.2,5.2,13,Q1
265,228126,240012,6.0,2010,1,S,8.2,8.2,8.2,13,Q1
266,230210,240012,6.0,2010,1,S,5.0,5.0,5.0,13,Q1
267,227816,240011,6.0,2010,1,S,9.0,9.0,9.0,21,Q1
268,228091,240011,6.0,2010,1,S,6.6,6.6,6.6,21,Q1
269,232347,240011,6.0,2010,1,N,4.5,4.5,4.5,21,Q1
270,228029,240012,6.0,2010,1,S,7.4,7.4,7.4,12,Q1
271,227712,240012,6.0,2010,1,S,5.7,5.7,5.7,21,Q1
272,227752,240012,6.0,2010,1,S,7.5,7.5,7.5,21,Q1
273,227328,240011,6.0,2010,1,S,7.1,7.1,7.1,22,Q1
274,227284,240011,6.0,2010,1,S,5.3,5.3,5.3,33,Q1
275,227123,240012,6.0,2010,1,N,2.9,2.9,2.9,11,Q1
276,228530,240012,6.0,2010,1,N,1.8,1.8,1.8,33,Q1
277,226679,240012,6.0,2010,1,S,6.5,6.5,6.5,41,Q1
278,226738,240012,6.0,2010,1,N,3.1,3.1,3.1,41,Q1
279,227142,240012,6.0,2010,1,S,5.4,5.4,5.4,41,Q1
280,227264,240012,6.0,2010,1,S,6.7,6.7,6.7,41,Q1
281,228154,240012,6.0,2010,1,S,7.3,7.3,7.3,41,Q1
282,229451,240012,6.0,2010,1,S,5.5,5.5,5.5,41,Q1
283,226980,240011,6.0,2010,1,S,5.3,5.3,5.3,32,Q1
284,227791,240011,6.0,2010,1,N,4.0,4.0,4.0,32,Q1
285,227935,240011,6.0,2010,1,S,7.6,7.6,7.6,32,Q1
286,228227,240011,6.0,2010,1,S,5.8,5.8,5.8,33,Q1
287,228260,240011,6.0,2010,1,S,7.5,7.5,7.5,33,Q1
288,232933,240012,6.0,2010,1,S,5.1,5.1,5.1,11,Q1
289,228047,240011,6.0,2010,1,S,7.0,7.0,7.0,32,Q1
290,228324,240012,6.0,2010,1,S,5.0,5.0,5.0,62,Q1
291,226950,240012,6.0,2010,1,S,5.5,5.5,5.5,31,Q1
292,227436,240012,6.0,2010,1,S,7.1,7.1,7.1,31,Q1
293,227958,240012,6.0,2010,1,S,6.0,6.0,6.0,31,Q1
294,228494,240012,6.0,2010,1,S,4.3,4.3,5.0,31,Q1
295,226410,240011,6.0,2010,1,S,6.6,6.6,6.6,52,Q1
296,227236,240011,6.0,2010,1,N,0.7,0.7,0.7,52,Q1
297,227609,240011,6.0,2010,1,S,6.8,6.8,6.8,52,Q1
298,227935,240012,6.0,2010,1,S,7.0,7.0,7.0,32,Q1
299,228046,240012,6.0,2010,1,S,5.3,5.3,5.3,32,Q1
300,228164,240012,6.0,2010,1,S,6.5,6.5,6.5,32,Q1
301,228576,240012,6.0,2010,1,N,4.7,4.7,4.7,32,Q1
302,230157,240012,6.0,2010,1,S,6.2,6.2,6.2,32,Q1
303,227829,240011,6.0,2010,1,S,5.2,5.2,5.2,43,Q1
304,230066,240011,6.0,2010,1,S,6.4,6.4,6.4,43,Q1
305,226944,240012,6.0,2010,1,S,7.2,7.2,7.2,53,Q1
306,229037,240012,6.0,2010,1,S,5.9,5.9,5.9,53,Q1
307,227433,240021,6.0,2010,2,S,6.6,6.6,6.6,32,Q2
308,229108,240021,6.0,2010,2,S,6.2,6.2,6.2,32,Q2
309,227519,240021,6.0,2010,2,S,6.5,6.5,6.5,32,Q2
310,230684,240021,6.0,2010,2,S,6.3,6.3,6.3,32,Q2
311,228315,240021,6.0,2010,2,S,5.7,5.7,5.7,32,Q2
312,228532,240021,6.0,2010,2,N,4.5,4.5,4.5,23,Q2
313,231745,240021,6.0,2010,2,S,5.2,5.2,5.2,23,Q2
314,228281,240021,6.0,2010,2,S,5.8,5.8,5.8,31,Q2
315,228661,240021,6.0,2010,2,S,8.3,8.3,8.3,31,Q2
316,226455,240021,6.0,2010,2,S,6.6,6.6,6.6,31,Q2
317,227855,240021,6.0,2010,2,S,7.5,7.5,7.5,31,Q2
318,228581,240021,6.0,2010,2,S,6.8,6.8,6.8,31,Q2
319,227518,240021,6.0,2010,2,S,5.0,5.0,5.0,32,Q2
320,227757,240023,6.0,2010,2,S,5.0,5.0,5.0,21,Q2
321,227935,240023,6.0,2010,2,S,8.0,8.0,8.0,21,Q2
322,229072,240023,6.0,2010,2,S,6.5,6.5,6.5,21,Q2
323,229451,240024,4.5,2010,2,S,5.2,5.2,5.2,32,Q2
324,228536,240024,4.5,2010,2,S,5.0,5.0,5.0,32,Q2
325,232335,240024,4.5,2010,2,S,5.0,5.0,5.0,41,Q2
326,228260,240024,4.5,2010,2,N,3.8,3.8,3.8,41,Q2
327,228268,240021,6.0,2010,2,N,3.6,3.6,3.6,23,Q2
328,229072,240021,6.0,2010,2,S,6.6,6.6,6.6,23,Q2
329,227859,240023,6.0,2010,2,S,5.2,5.2,5.2,12,Q2
330,226648,240023,6.0,2010,2,N,1.6,1.6,1.6,12,Q2
331,227095,240023,6.0,2010,2,S,4.7,4.7,5.0,12,Q2
332,228631,240024,4.5,2010,2,N,3.8,3.8,3.8,31,Q2
333,228429,240024,4.5,2010,2,N,3.3,3.3,3.3,31,Q2
334,228190,240024,4.5,2010,2,S,5.8,5.8,5.8,32,Q2
335,227433,240024,4.5,2010,2,S,8.6,8.6,8.6,32,Q2
336,227519,240024,4.5,2010,2,S,7.5,7.5,7.5,32,Q2
337,230310,240024,4.5,2010,2,S,8.8,8.8,8.8,32,Q2
338,227878,240023,6.0,2010,2,S,4.7,4.7,5.0,12,Q2
339,228459,240023,6.0,2010,2,N,3.7,3.7,3.7,12,Q2
340,227556,240023,6.0,2010,2,S,6.1,6.1,6.1,32,Q2
341,227021,240023,6.0,2010,2,S,5.8,5.8,5.8,32,Q2
342,230356,240023,6.0,2010,2,S,4.2,4.2,5.0,32,Q2
343,228623,240023,6.0,2010,2,S,7.1,7.1,7.1,32,Q2
344,228375,240021,6.0,2010,2,S,5.7,5.7,5.7,42,Q2
345,230662,240021,6.0,2010,2,S,6.1,6.1,6.1,42,Q2
346,228061,240023,6.0,2010,2,N,3.5,3.5,3.5,22,Q2
347,227433,240023,6.0,2010,2,S,6.6,6.6,6.6,31,Q2
348,228661,240023,6.0,2010,2,S,6.3,6.3,6.3,31,Q2
349,229821,240023,6.0,2010,2,S,7.4,7.4,7.4,31,Q2
350,228229,240023,6.0,2010,2,N,1.5,1.5,1.5,31,Q2
351,228535,240023,6.0,2010,2,S,6.5,6.5,6.5,31,Q2
352,229314,240023,6.0,2010,2,S,5.7,5.7,5.7,31,Q2
353,228128,240023,6.0,2010,2,S,7.1,7.1,7.1,31,Q2
354,229211,240021,6.0,2010,2,S,5.0,5.0,5.0,41,Q2
355,232393,240021,6.0,2010,2,S,6.7,6.7,6.7,41,Q2
356,230008,240021,6.0,2010,2,S,5.7,5.7,5.7,41,Q2
357,228188,240021,6.0,2010,2,N,4.7,4.7,4.7,41,Q2
358,228531,240023,6.0,2010,2,S,6.9,6.9,6.9,22,Q2
359,227264,240023,6.0,2010,2,S,5.0,5.0,5.0,22,Q2
360,228126,240023,6.0,2010,2,S,7.0,7.0,7.0,22,Q2
361,227801,240021,6.0,2010,2,S,4.5,4.5,5.0,33,Q2
362,228628,240021,6.0,2010,2,S,5.6,5.6,5.6,33,Q2
363,228623,240021,6.0,2010,2,S,6.5,6.5,6.5,33,Q2
364,229148,240021,6.0,2010,2,N,4.0,4.0,4.0,52,Q2
365,227825,240021,6.0,2010,2,S,5.8,5.8,5.8,51,Q2
366,227332,240021,6.0,2010,2,S,5.5,5.5,5.5,51,Q2
367,227125,240021,6.0,2010,2,S,5.3,5.3,5.3,53,Q2
368,230248,240021,6.0,2010,2,S,4.7,4.7,5.0,53,Q2
369,226717,240021,6.0,2010,2,S,5.9,5.9,5.9,53,Q2
370,230992,240021,6.0,2010,2,S,5.5,5.5,5.5,51,Q2
371,228046,240024,4.5,2010,2,S,5.0,5.0,5.0,11,Q2
372,226717,240024,4.5,2010,2,N,4.5,4.5,4.5,11,Q2
373,227641,240024,4.5,2010,2,S,5.4,5.4,5.4,11,Q2
374,229400,240024,4.5,2010,2,S,8.6,8.6,8.6,11,Q2
375,230188,240024,4.5,2010,2,S,7.6,7.6,7.6,11,Q2
376,227639,240024,4.5,2010,2,S,10.0,10.0,10.0,11,Q2
