,CODEX,CODASS,CR,CURS,Q,APR,NP,NC,NF,GR,QUATRI
64400,228476,240051,6.0,2014,1,S,5.1,5.1,5.1,40,Q5
64401,227880,240051,6.0,2014,1,S,5.0,5.0,5.0,40,Q5
64402,244663,240151,4.5,2014,1,S,5.8,5.8,5.8,50,Q5
64403,262294,240032,4.5,2014,1,S,6.4,6.4,6.4,11,Q3
64404,276205,240032,4.5,2014,1,S,7.7,7.7,7.7,11,Q3
64405,277893,240032,4.5,2014,1,S,7.9,7.9,7.9,11,Q3
64406,275319,240032,4.5,2014,1,S,6.4,6.4,6.4,11,Q3
64407,277375,240032,4.5,2014,1,S,6.3,6.3,6.3,11,Q3
64408,274017,240032,4.5,2014,1,S,7.8,7.8,7.8,11,Q3
64409,259528,240051,6.0,2014,1,S,6.6,6.6,6.6,10,Q5
64410,246660,240051,6.0,2014,1,S,5.0,5.0,5.0,10,Q5
64411,259232,240051,6.0,2014,1,S,6.7,6.7,6.7,10,Q5
64412,258750,240051,6.0,2014,1,S,5.2,5.2,5.2,10,Q5
64413,261943,240051,6.0,2014,1,S,6.5,6.5,6.5,10,Q5
64414,227123,240051,6.0,2014,1,S,5.3,5.3,5.3,40,Q5
64415,297101,240051,6.0,2014,1,N,2.9,2.9,2.9,40,Q5
64416,227320,240051,6.0,2014,1,S,6.4,6.4,6.4,40,Q5
64417,264917,240032,4.5,2014,1,N,3.5,3.5,3.5,42,Q3
64418,293631,240032,4.5,2014,1,S,5.4,5.4,5.4,42,Q3
64419,287691,240032,4.5,2014,1,N,3.4,3.4,3.4,42,Q3
64420,259084,240032,4.5,2014,1,S,5.3,5.3,5.3,21,Q3
64421,275498,240032,4.5,2014,1,S,5.7,5.7,5.7,21,Q3
64422,262844,240032,4.5,2014,1,S,8.7,8.7,8.7,21,Q3
64423,243044,240064,3.0,2013,2,S,9.5,9.5,9.5,43,Q6
64424,244840,240051,6.0,2014,1,S,6.2,6.2,6.2,10,Q5
64425,278729,240051,6.0,2014,1,N,3.1,3.1,3.1,10,Q5
64426,259914,240051,6.0,2014,1,S,5.4,5.4,5.4,10,Q5
64427,244533,240051,6.0,2014,1,S,5.8,5.8,5.8,40,Q5
64428,243721,240051,6.0,2014,1,S,5.7,5.7,5.7,40,Q5
64429,239847,240051,6.0,2014,1,S,7.0,7.0,7.0,40,Q5
64430,274265,240032,4.5,2014,1,S,5.0,5.0,5.0,12,Q3
64431,244868,240064,3.0,2013,2,S,9.5,9.5,9.5,11,Q6
64432,246034,240064,3.0,2013,2,S,8.1,8.1,8.1,11,Q6
64433,243740,240064,3.0,2013,2,S,9.0,9.0,9.0,23,Q6
64434,243205,240064,3.0,2013,2,S,9.0,9.0,9.0,23,Q6
64435,245810,240064,3.0,2013,2,S,8.4,8.4,8.4,23,Q6
64436,243262,240064,3.0,2013,2,S,9.3,9.3,9.3,23,Q6
64437,230008,240064,3.0,2013,2,S,7.4,7.4,7.4,23,Q6
64438,244340,240064,3.0,2013,2,S,8.7,8.7,8.7,12,Q6
64439,243776,240064,3.0,2013,2,S,8.8,8.8,8.8,12,Q6
64440,245636,240064,3.0,2013,2,S,8.0,8.0,8.0,12,Q6
64441,244106,240064,3.0,2013,2,S,8.8,8.8,8.8,12,Q6
64442,243899,240064,3.0,2013,2,S,8.1,8.1,8.1,31,Q6
64443,226648,240064,3.0,2013,2,S,8.8,8.8,8.8,31,Q6
64444,245505,240064,3.0,2013,2,S,8.1,8.1,8.1,31,Q6
64445,245403,240064,3.0,2013,2,S,9.2,9.2,9.2,42,Q6
64449,260541,240151,4.5,2014,1,S,8.7,8.7,8.7,12,Q5
64450,246104,240064,3.0,2013,2,S,8.3,8.3,8.3,42,Q6
64451,243454,240064,3.0,2013,2,S,8.6,8.6,8.6,43,Q6
64452,260178,240151,4.5,2014,1,S,7.0,7.0,7.0,21,Q5
64453,258927,240151,4.5,2014,1,S,5.0,5.0,5.0,23,Q5
64454,259602,240151,4.5,2014,1,S,7.0,7.0,7.0,23,Q5
64455,260550,240151,4.5,2014,1,S,5.0,5.0,5.0,23,Q5
64456,226980,240151,4.5,2014,1,S,5.5,5.5,5.5,40,Q5
64457,292674,240151,4.5,2014,1,N,0.0,0.0,0.0,44,Q5
64458,258214,240151,4.5,2014,1,S,5.8,5.8,5.8,44,Q5
64459,259924,240151,4.5,2014,1,S,6.6,6.6,6.6,13,Q5
64460,258145,240151,4.5,2014,1,S,5.3,5.3,5.3,13,Q5
64461,259405,240151,4.5,2014,1,S,6.4,6.4,6.4,13,Q5
64462,279662,240131,6.0,2014,1,S,5.5,5.5,5.5,40,Q3
64463,256155,240064,3.0,2013,2,S,8.1,8.1,8.1,46,Q6
64464,244252,240064,3.0,2013,2,S,8.7,8.7,8.7,46,Q6
64465,261439,240042,6.0,2014,1,S,5.0,5.0,5.0,12,Q4
64466,261759,240042,6.0,2014,1,S,7.1,7.1,7.1,12,Q4
64467,244194,240064,3.0,2013,2,S,10.0,10.0,10.0,25,Q6
64468,246748,240064,3.0,2013,2,S,6.0,6.0,6.0,25,Q6
64469,243200,240073,4.5,2014,1,S,5.8,5.8,5.8,42,Q7
64470,228281,240073,4.5,2014,1,S,6.3,6.3,6.3,42,Q7
64471,227641,240073,4.5,2014,1,S,7.5,7.5,7.5,34,Q7
64472,261273,240042,6.0,2014,1,S,7.4,7.4,7.4,12,Q4
64473,259914,240042,6.0,2014,1,S,5.0,5.0,5.0,12,Q4
64474,246397,240064,3.0,2013,2,S,8.0,8.0,8.0,34,Q6
64475,246015,240064,3.0,2013,2,S,10.0,10.0,10.0,34,Q6
64476,245986,240064,3.0,2013,2,S,8.4,8.4,8.4,44,Q6
64477,230772,240064,3.0,2013,2,S,8.8,8.8,8.8,46,Q6
64478,228063,240073,4.5,2014,1,S,8.3,8.3,8.3,31,Q7
64483,226467,240051,6.0,2013,2,S,4.3,4.3,5.0,10,Q5
64484,229520,240141,6.0,2014,1,N,0.0,0.0,0.0,33,Q4
64485,261206,240141,6.0,2014,1,S,5.4,5.4,5.4,33,Q4
64486,243721,240141,6.0,2014,1,N,3.8,3.8,3.8,21,Q4
64487,274355,240132,4.5,2014,1,S,8.7,8.7,8.7,22,Q3
64488,246396,240132,4.5,2014,1,S,5.1,5.1,5.1,32,Q3
64489,276317,240132,4.5,2014,1,S,8.6,8.6,8.6,32,Q3
64490,261747,240132,4.5,2014,1,S,5.8,5.8,5.8,12,Q3
64491,276146,240131,6.0,2014,1,S,5.3,5.3,5.3,30,Q3
64492,260804,240131,6.0,2014,1,S,5.0,5.0,5.0,30,Q3
64495,228245,240051,6.0,2013,2,S,5.4,5.4,5.4,10,Q5
64496,245601,240051,6.0,2013,2,S,5.0,5.0,5.0,10,Q5
64497,244892,240051,6.0,2013,2,N,4.5,4.5,4.5,10,Q5
64498,278730,240051,6.0,2013,2,N,4.2,4.2,4.2,10,Q5
64499,232248,240051,6.0,2013,2,N,4.6,4.6,4.6,10,Q5
64500,261088,240053,6.0,2014,1,S,5.1,5.1,5.1,41,Q5
64501,245663,240053,6.0,2014,1,N,0.9,0.9,0.9,41,Q5
64502,232343,240053,6.0,2014,1,N,3.5,3.5,3.5,52,Q5
64503,229911,240053,6.0,2014,1,N,4.3,4.3,4.3,52,Q5
64504,293286,240053,6.0,2014,1,N,4.2,4.2,4.2,52,Q5
64505,243538,240053,6.0,2014,1,N,3.3,3.3,3.3,53,Q5
64506,261401,240053,6.0,2014,1,S,5.0,5.0,5.0,14,Q5
64507,261734,240053,6.0,2014,1,S,6.7,6.7,6.7,14,Q5
64508,228375,240053,6.0,2014,1,N,3.1,3.1,3.1,30,Q5
64509,228006,240053,6.0,2014,1,S,5.0,5.0,5.0,30,Q5
64510,248890,240053,6.0,2014,1,S,5.0,5.0,5.0,30,Q5
64511,258750,240053,6.0,2014,1,N,1.8,1.8,1.8,41,Q5
64513,246361,240071,6.0,2014,1,S,7.0,7.0,7.0,23,Q7
64514,244626,240071,6.0,2014,1,S,5.6,5.6,5.6,23,Q7
64515,245677,240071,6.0,2014,1,S,7.5,7.5,7.5,33,Q7
64516,260178,240053,6.0,2014,1,S,5.8,5.8,5.8,24,Q5
64517,258888,240053,6.0,2014,1,N,4.3,4.3,4.3,24,Q5
64518,261337,240053,6.0,2014,1,S,8.1,8.1,8.1,24,Q5
64519,248338,240073,4.5,2014,1,S,9.0,9.0,9.0,23,Q7
64520,245950,240073,4.5,2014,1,S,6.5,6.5,6.5,23,Q7
64521,245847,240073,4.5,2014,1,S,6.3,6.3,6.3,23,Q7
64524,244049,240073,4.5,2014,1,S,9.0,9.0,9.0,22,Q7
64525,245639,240073,4.5,2014,1,S,6.8,6.8,6.8,11,Q7
64526,245638,240073,4.5,2014,1,S,7.3,7.3,7.3,11,Q7
64527,263875,240073,4.5,2014,1,S,8.0,8.0,8.0,11,Q7
64528,243205,240073,4.5,2014,1,S,7.8,7.8,7.8,11,Q7
64529,227859,240073,4.5,2014,1,S,7.4,7.4,7.4,12,Q7
64530,244626,240073,4.5,2014,1,S,7.7,7.7,7.7,22,Q7
64531,239834,240073,4.5,2014,1,S,7.5,7.5,7.5,43,Q7
64532,278851,240131,6.0,2014,1,N,0.2,0.2,0.2,20,Q3
64533,277597,240131,6.0,2014,1,S,5.7,5.7,5.7,10,Q3
64534,247860,240071,6.0,2014,1,S,6.5,6.5,6.5,21,Q7
64535,245150,240071,6.0,2014,1,S,7.9,7.9,7.9,21,Q7
64536,259188,240053,6.0,2014,1,S,7.4,7.4,7.4,13,Q5
64537,259986,240053,6.0,2014,1,S,6.2,6.2,6.2,13,Q5
64538,259886,240053,6.0,2014,1,S,5.7,5.7,5.7,13,Q5
64539,262016,240053,6.0,2014,1,N,3.4,3.4,3.4,13,Q5
64540,259212,240053,6.0,2014,1,S,6.7,6.7,6.7,24,Q5
64541,244530,240131,6.0,2014,1,N,3.6,3.6,3.6,40,Q3
64542,261726,240131,6.0,2014,1,N,3.3,3.3,3.3,40,Q3
64543,275742,240131,6.0,2014,1,N,2.4,2.4,2.4,40,Q3
64544,275604,240131,6.0,2014,1,N,0.8,0.8,0.8,20,Q3
64545,276976,240131,6.0,2014,1,N,4.0,4.0,4.0,40,Q3
64546,277934,240131,6.0,2014,1,N,2.6,2.6,2.6,20,Q3
64547,245636,240071,6.0,2014,1,S,7.1,7.1,7.1,21,Q7
64548,243776,240071,6.0,2014,1,S,8.2,8.2,8.2,21,Q7
64549,262294,240141,6.0,2014,1,S,5.1,5.1,5.1,42,Q4
64550,243019,240141,6.0,2014,1,N,3.3,3.3,3.3,42,Q4
64551,259914,240141,6.0,2014,1,N,4.4,4.4,4.4,42,Q4
64552,246298,240141,6.0,2014,1,N,2.9,2.9,2.9,43,Q4
64553,264805,240141,6.0,2014,1,S,5.2,5.2,5.2,11,Q4
64554,258822,240141,6.0,2014,1,N,4.1,4.1,4.1,11,Q4
64555,261397,240141,6.0,2014,1,N,0.9,0.9,0.9,11,Q4
64556,264796,240042,6.0,2014,1,S,5.5,5.5,5.5,41,Q4
64557,260988,240042,6.0,2014,1,S,5.5,5.5,5.5,41,Q4
64558,246396,240042,6.0,2014,1,S,5.0,5.0,5.0,42,Q4
64559,274594,240131,6.0,2014,1,S,5.3,5.3,5.3,30,Q3
64560,258750,240064,3.0,2015,1,S,8.3,8.3,8.3,21,Q6
64561,258997,240063,6.0,2015,1,S,8.0,8.0,8.0,32,Q6
64562,259187,240063,6.0,2015,1,S,5.0,5.0,5.0,32,Q6
64563,259899,240063,6.0,2015,1,N,2.5,2.5,2.5,32,Q6
64564,259470,240063,6.0,2015,1,S,6.8,6.8,6.8,33,Q6
64565,246660,240063,6.0,2015,1,S,5.9,5.9,5.9,40,Q6
64566,226888,240063,6.0,2015,1,S,6.3,6.3,6.3,40,Q6
64567,245591,240063,6.0,2015,1,S,5.7,5.7,5.7,40,Q6
64568,230353,240063,6.0,2015,1,N,2.2,2.2,2.2,40,Q6
64569,245335,240063,6.0,2015,1,N,4.4,4.4,4.4,40,Q6
64570,261106,240063,6.0,2015,1,S,5.0,5.0,5.0,41,Q6
64571,288982,240031,6.0,2015,1,N,4.7,4.7,4.7,21,Q3
64572,289058,240031,6.0,2015,1,S,7.2,7.2,7.2,22,Q3
64573,288989,240031,6.0,2015,1,N,3.6,3.6,3.6,22,Q3
64574,277913,240042,6.0,2015,1,S,5.0,5.0,5.0,22,Q4
64575,276020,240042,6.0,2015,1,S,6.1,6.1,6.1,22,Q4
64576,276429,240064,3.0,2015,1,S,9.3,9.3,9.3,31,Q6
64577,259702,240064,3.0,2015,1,S,8.5,8.5,8.5,32,Q6
64578,259794,240064,3.0,2015,1,S,9.0,9.0,9.0,32,Q6
64579,261150,240064,3.0,2015,1,S,7.6,7.6,7.6,33,Q6
64580,260804,240064,3.0,2015,1,S,7.0,7.0,7.0,34,Q6
64581,227073,240064,3.0,2015,1,S,9.0,9.0,9.0,34,Q6
64582,259044,240064,3.0,2015,1,S,9.0,9.0,9.0,34,Q6
64583,261327,240064,3.0,2015,1,S,5.8,5.8,5.8,13,Q6
64584,259479,240073,4.5,2015,1,S,6.0,6.0,6.0,12,Q7
64585,262294,240073,4.5,2015,1,S,5.7,5.7,5.7,12,Q7
64586,258620,240071,6.0,2015,1,S,7.0,7.0,7.0,12,Q7
64587,261841,240063,6.0,2015,1,S,5.7,5.7,5.7,41,Q6
64588,289013,240031,6.0,2015,1,S,7.4,7.4,7.4,22,Q3
64589,277754,240031,6.0,2015,1,S,5.0,5.0,5.0,22,Q3
64590,289022,240031,6.0,2015,1,N,2.4,2.4,2.4,22,Q3
64591,262824,240031,6.0,2015,1,N,3.9,3.9,3.9,30,Q3
64592,264437,240031,6.0,2015,1,S,5.3,5.3,5.3,30,Q3
64593,250393,240031,6.0,2015,1,N,2.9,2.9,2.9,30,Q3
64594,261151,240064,3.0,2015,1,S,9.3,9.3,9.3,31,Q6
64595,263340,240064,3.0,2015,1,S,9.2,9.2,9.2,31,Q6
64596,228371,240073,4.5,2015,1,S,6.0,6.0,6.0,10,Q7
64597,258366,240073,4.5,2015,1,S,7.2,7.2,7.2,11,Q7
64598,244596,240073,4.5,2015,1,S,6.5,6.5,6.5,11,Q7
64599,261357,240073,4.5,2015,1,S,7.4,7.4,7.4,13,Q7
64600,260402,240073,4.5,2015,1,S,6.6,6.6,6.6,14,Q7
64601,258159,240073,4.5,2015,1,S,7.0,7.0,7.0,14,Q7
64602,252404,240073,4.5,2015,1,S,5.6,5.6,5.6,21,Q7
64603,245234,240073,4.5,2015,1,S,6.4,6.4,6.4,21,Q7
64604,244342,240073,4.5,2015,1,S,6.9,6.9,6.9,21,Q7
64605,261146,240071,6.0,2015,1,S,6.1,6.1,6.1,21,Q7
64606,289303,240042,6.0,2015,1,S,5.5,5.5,5.5,42,Q4
64607,281289,240042,6.0,2015,1,S,5.9,5.9,5.9,42,Q4
64608,289090,240042,6.0,2015,1,S,5.9,5.9,5.9,42,Q4
64609,276085,240042,6.0,2015,1,S,5.7,5.7,5.7,42,Q4
64610,247553,240042,6.0,2015,1,S,5.1,5.1,5.1,42,Q4
64611,244840,240071,6.0,2015,1,S,7.6,7.6,7.6,11,Q7
64612,262945,240071,6.0,2015,1,S,6.9,6.9,6.9,12,Q7
64613,261800,240071,6.0,2015,1,S,6.0,6.0,6.0,12,Q7
64614,260767,240071,6.0,2015,1,S,6.8,6.8,6.8,12,Q7
64615,258275,240172,6.0,2015,1,S,5.3,5.3,5.3,11,Q7
64616,259914,240172,6.0,2015,1,N,4.4,4.4,4.4,23,Q7
64618,259000,240172,6.0,2015,1,S,9.0,9.0,9.0,12,Q7
64619,258885,240172,6.0,2015,1,S,6.2,6.2,6.2,12,Q7
64620,258366,240172,6.0,2015,1,S,6.1,6.1,6.1,14,Q7
64621,264489,240172,6.0,2015,1,S,9.0,9.0,9.0,14,Q7
64622,277315,240133,6.0,2015,1,N,3.1,3.1,3.1,40,Q3
64623,278275,240133,6.0,2015,1,N,3.6,3.6,3.6,40,Q3
64624,275726,240133,6.0,2015,1,N,3.7,3.7,3.7,40,Q3
64625,285142,240133,6.0,2015,1,N,3.4,3.4,3.4,40,Q3
64626,277345,240133,6.0,2015,1,N,4.2,4.2,4.2,40,Q3
64627,269770,240133,6.0,2015,1,N,3.0,3.0,3.0,40,Q3
64628,274061,240133,6.0,2015,1,S,5.0,5.0,5.0,40,Q3
64629,258784,240133,6.0,2015,1,N,0.0,0.0,0.0,40,Q3
64630,263937,240133,6.0,2015,1,N,2.8,2.8,2.8,40,Q3
64631,276976,240133,6.0,2015,1,S,5.0,5.0,5.0,40,Q3
64632,289182,240133,6.0,2015,1,S,5.0,5.0,5.0,40,Q3
64633,245234,240172,6.0,2015,1,N,2.5,2.5,2.5,14,Q7
64634,261984,240172,6.0,2015,1,S,5.1,5.1,5.1,14,Q7
64635,245174,240172,6.0,2015,1,S,6.3,6.3,6.3,20,Q7
64636,260721,240172,6.0,2015,1,S,9.0,9.0,9.0,21,Q7
64637,232347,240172,6.0,2015,1,N,4.0,4.0,4.0,21,Q7
64638,260158,240172,6.0,2015,1,S,8.1,8.1,8.1,21,Q7
64639,248890,240172,6.0,2015,1,N,3.6,4.2,4.2,22,Q7
64640,232234,240172,6.0,2015,1,S,5.2,5.2,5.2,22,Q7
64641,243442,240172,6.0,2015,1,S,5.0,5.0,5.0,31,Q7
64642,288987,240032,4.5,2015,1,S,7.2,7.2,7.2,11,Q3
64646,232372,240172,6.0,2015,1,S,5.9,5.9,5.9,10,Q7
64647,244495,240172,6.0,2015,1,S,7.2,7.2,7.2,40,Q7
64648,227128,240172,6.0,2015,1,N,4.3,4.3,4.3,40,Q7
64649,228371,240172,6.0,2015,1,N,2.5,2.5,2.5,40,Q7
64650,226431,240172,6.0,2015,1,N,3.5,3.5,3.5,41,Q7
64651,261267,240172,6.0,2015,1,S,8.5,8.5,8.5,42,Q7
64652,258174,240172,6.0,2015,1,S,7.5,7.5,7.5,42,Q7
64653,292933,240032,4.5,2015,1,S,6.1,6.1,6.1,21,Q3
64654,289239,240032,4.5,2015,1,S,8.6,8.6,8.6,21,Q3
64655,289037,240032,4.5,2015,1,S,7.0,7.0,7.0,21,Q3
64656,261942,240071,6.0,2015,1,S,6.7,6.7,6.7,21,Q7
64657,258315,240071,6.0,2015,1,S,7.2,7.2,7.2,21,Q7
64658,260666,240071,6.0,2015,1,S,7.2,7.2,7.2,21,Q7
64659,246298,240071,6.0,2015,1,S,6.3,6.3,6.3,22,Q7
64660,259541,240071,6.0,2015,1,S,6.1,6.1,6.1,22,Q7
64661,289280,240133,6.0,2015,1,S,5.3,5.3,5.3,40,Q3
64662,264796,240133,6.0,2015,1,N,2.9,4.1,4.1,40,Q3
64663,289276,240032,4.5,2015,1,S,8.1,8.1,8.1,11,Q3
64664,289330,240032,4.5,2015,1,S,9.0,9.0,9.0,11,Q3
64665,289274,240032,4.5,2015,1,S,6.9,6.9,6.9,11,Q3
64666,276117,240032,4.5,2015,1,S,6.1,6.1,6.1,32,Q3
64667,289118,240032,4.5,2015,1,S,6.5,6.5,6.5,32,Q3
64668,274512,240032,4.5,2015,1,S,5.0,5.0,5.0,32,Q3
64669,289166,240032,4.5,2015,1,S,7.2,7.2,7.2,32,Q3
64670,289261,240032,4.5,2015,1,S,7.9,7.9,7.9,32,Q3
64671,278121,240032,4.5,2015,1,N,3.7,3.7,3.7,32,Q3
64672,289322,240032,4.5,2015,1,S,5.5,5.5,5.5,32,Q3
64673,273890,240032,4.5,2015,1,S,7.2,7.2,7.2,32,Q3
64674,277075,240032,4.5,2015,1,S,6.0,6.0,6.0,41,Q3
64675,262951,240172,6.0,2015,1,S,6.8,6.8,6.8,33,Q7
64676,244844,240172,6.0,2015,1,S,6.5,6.5,6.5,34,Q7
64677,259148,240172,6.0,2015,1,S,6.8,6.8,6.8,40,Q7
64678,262669,240172,6.0,2015,1,N,3.6,3.6,3.6,40,Q7
64679,259430,240172,6.0,2015,1,S,6.7,6.7,6.7,43,Q7
64680,247413,240172,6.0,2015,1,S,6.3,6.3,6.3,43,Q7
64681,259904,240061,6.0,2015,1,N,4.3,4.3,4.3,22,Q6
64682,275627,240061,6.0,2015,1,S,5.0,5.0,5.0,23,Q6
64683,289167,240032,4.5,2015,1,S,9.5,9.5,9.5,12,Q3
64684,289135,240032,4.5,2015,1,N,4.8,4.8,4.8,12,Q3
64685,288982,240032,4.5,2015,1,S,7.0,7.0,7.0,21,Q3
64686,292932,240032,4.5,2015,1,S,7.1,7.1,7.1,22,Q3
64687,289291,240032,4.5,2015,1,S,5.3,5.3,5.3,22,Q3
64688,261710,240071,6.0,2015,1,S,6.7,6.7,6.7,52,Q7
64689,248456,240071,6.0,2015,1,S,7.3,7.3,7.3,52,Q7
64690,258272,240071,6.0,2015,1,S,6.6,6.6,6.6,32,Q7
64691,289151,240032,4.5,2015,1,S,7.6,7.6,7.6,22,Q3
64692,245374,240061,6.0,2015,1,S,5.1,5.1,5.1,30,Q6
64693,289106,240032,4.5,2015,1,S,7.9,7.9,7.9,31,Q3
64694,244279,240061,6.0,2015,1,S,5.3,5.3,5.3,42,Q6
64695,261773,240061,6.0,2015,1,N,2.9,2.9,2.9,43,Q6
64696,258754,240061,6.0,2015,1,S,5.2,5.2,5.2,43,Q6
64697,275368,240032,4.5,2015,1,S,6.0,6.0,6.0,41,Q3
64698,292501,240032,4.5,2015,1,N,0.6,0.6,0.6,41,Q3
64699,276755,240032,4.5,2015,1,S,5.0,5.0,5.0,41,Q3
64700,281291,240032,4.5,2015,1,N,2.5,2.5,2.5,42,Q3
64701,289321,240032,4.5,2015,1,S,6.4,6.4,6.4,42,Q3
64703,245360,240061,6.0,2015,1,S,5.8,5.8,5.8,10,Q6
64704,258489,240061,6.0,2015,1,S,5.0,5.0,5.0,13,Q6
64705,258214,240061,6.0,2015,1,S,6.0,6.0,6.0,13,Q6
64706,259116,240061,6.0,2015,1,S,9.0,9.0,9.0,13,Q6
64707,259585,240061,6.0,2015,1,S,5.2,5.2,5.2,14,Q6
64708,261004,240061,6.0,2015,1,S,5.1,5.1,5.1,14,Q6
64709,244458,240061,6.0,2015,1,N,4.4,4.4,4.4,20,Q6
64710,232248,240061,6.0,2015,1,S,5.0,5.0,5.0,20,Q6
64711,252404,240071,6.0,2015,1,S,6.1,6.1,6.1,51,Q7
64712,261446,240071,6.0,2015,1,S,6.4,6.4,6.4,51,Q7
64713,289103,240032,4.5,2015,1,S,6.1,6.1,6.1,21,Q3
64714,260264,240061,6.0,2015,1,S,5.4,5.4,5.4,31,Q6
64715,258937,240061,6.0,2015,1,S,6.2,6.2,6.2,32,Q6
64716,259366,240061,6.0,2015,1,N,3.2,3.2,3.2,33,Q6
64717,229911,240061,6.0,2015,1,N,0.0,0.0,0.0,33,Q6
64718,247055,240061,6.0,2015,1,S,5.4,5.4,5.4,34,Q6
64719,228375,240061,6.0,2015,1,S,5.0,5.0,5.0,40,Q6
64720,227447,240061,6.0,2015,1,S,5.0,5.0,5.0,40,Q6
64721,264725,240061,6.0,2015,1,N,4.1,4.1,4.1,41,Q6
64722,259196,240061,6.0,2015,1,S,5.0,5.0,5.0,44,Q6
64723,264207,240061,6.0,2015,1,S,5.4,5.4,5.4,11,Q6
64724,261112,240061,6.0,2015,1,S,5.6,5.6,5.6,11,Q6
64725,258366,240063,6.0,2015,1,S,5.6,5.6,5.6,10,Q6
64726,244290,240061,6.0,2015,1,S,5.0,5.0,5.0,41,Q6
64727,250540,240061,6.0,2015,1,N,3.2,3.2,3.2,42,Q6
64731,261214,240071,6.0,2015,1,S,6.7,6.7,6.7,51,Q7
64732,227620,240172,6.0,2015,1,N,4.2,4.2,4.2,44,Q7
64733,289362,240031,6.0,2015,1,S,6.9,6.9,6.9,11,Q3
64734,289375,240031,6.0,2015,1,S,5.0,5.0,5.0,11,Q3
64735,261014,240063,6.0,2015,1,S,5.6,5.6,5.6,23,Q6
64736,309712,240032,4.5,2015,1,S,8.3,8.3,8.3,51,Q3
64737,275627,240063,6.0,2015,1,S,7.8,7.8,7.8,21,Q6
64738,258972,240063,6.0,2015,1,S,8.0,8.0,8.0,21,Q6
64739,261499,240063,6.0,2015,1,S,8.0,8.0,8.0,31,Q6
64740,275001,240032,4.5,2015,1,S,7.0,7.0,7.0,51,Q3
64741,256153,240032,4.5,2015,1,S,6.7,6.7,6.7,51,Q3
64742,289054,240032,4.5,2015,1,S,6.5,6.5,6.5,52,Q3
64743,259951,240063,6.0,2015,1,S,8.0,8.0,8.0,12,Q6
64744,247859,240063,6.0,2015,1,S,7.2,7.2,7.2,12,Q6
64745,261773,240063,6.0,2015,1,S,5.0,5.0,5.0,14,Q6
64746,261439,240063,6.0,2015,1,N,4.6,4.6,4.6,22,Q6
64747,260382,240063,6.0,2015,1,S,6.4,6.4,6.4,11,Q6
64748,249938,240063,6.0,2015,1,S,6.0,6.0,6.0,11,Q6
64749,259597,240063,6.0,2015,1,S,6.1,6.1,6.1,11,Q6
64750,292909,240031,6.0,2015,1,S,6.1,6.1,6.1,21,Q3
64751,309713,240031,6.0,2015,1,N,4.3,4.3,4.3,21,Q3
64752,274191,240042,6.0,2015,1,S,5.1,5.1,5.1,41,Q4
64753,289368,240042,6.0,2015,1,S,5.1,5.1,5.1,41,Q4
64755,289135,240031,6.0,2015,1,S,6.7,6.7,6.7,12,Q3
64756,260016,240031,6.0,2015,1,N,1.1,1.1,1.1,12,Q3
64757,289182,240042,6.0,2015,1,S,5.2,5.2,5.2,41,Q4
64758,252424,240064,3.0,2015,1,S,6.1,6.1,6.1,11,Q6
64759,261858,240064,3.0,2015,1,S,8.5,8.5,8.5,12,Q6
64760,289160,240064,3.0,2015,1,S,8.5,8.5,8.5,12,Q6
64761,248965,240064,3.0,2015,1,S,5.8,5.8,5.8,13,Q6
64762,259039,240064,3.0,2015,1,S,8.0,8.0,8.0,13,Q6
64763,289274,240031,6.0,2015,1,S,5.3,5.3,5.3,11,Q3
64764,279337,240031,6.0,2015,1,S,5.5,5.5,5.5,12,Q3
64765,265086,240031,6.0,2015,1,S,5.0,5.0,5.0,12,Q3
64766,289255,240031,6.0,2015,1,N,4.1,4.1,4.1,12,Q3
64767,275482,240031,6.0,2015,1,N,0.9,0.9,0.9,12,Q3
64768,259477,240063,6.0,2015,1,S,7.5,7.5,7.5,42,Q6
64769,289381,240031,6.0,2015,1,N,3.5,3.5,3.5,21,Q3
64770,278275,240042,6.0,2015,1,S,5.4,5.4,5.4,22,Q4
64771,275304,240042,6.0,2015,1,S,7.5,7.5,7.5,31,Q4
64772,274855,240042,6.0,2015,1,S,5.6,5.6,5.6,31,Q4
64773,278214,240042,6.0,2015,1,S,6.3,6.3,6.3,31,Q4
64774,280198,240042,6.0,2015,1,S,6.2,6.2,6.2,41,Q4
64775,292928,240132,4.5,2015,1,S,10.0,10.0,10.0,31,Q3
64776,292348,240132,4.5,2015,1,S,8.6,8.6,8.6,31,Q3
64777,288996,240132,4.5,2015,1,S,5.4,5.4,5.4,31,Q3
64778,289171,240132,4.5,2015,1,S,6.1,6.1,6.1,31,Q3
64779,265174,240072,7.5,2015,1,S,9.0,9.0,9.0,21,Q7
64780,244458,240072,7.5,2015,1,S,6.0,6.0,6.0,22,Q7
64781,261146,240072,7.5,2015,1,S,6.0,6.0,6.0,24,Q7
64782,228122,240072,7.5,2015,1,N,3.8,4.1,4.1,43,Q7
64783,259212,240072,7.5,2015,1,S,6.0,6.0,6.0,43,Q7
64784,258301,240062,4.5,2015,1,S,7.8,7.8,7.8,11,Q6
64785,258605,240062,4.5,2015,1,S,5.9,5.9,5.9,11,Q6
64786,261690,240062,4.5,2015,1,S,6.6,6.6,6.6,12,Q6
64787,261563,240062,4.5,2015,1,S,6.4,6.4,6.4,12,Q6
