CODEX,CODASS,CR,CURS,Q,APR,NP,NC,NF,GR,QUATRI
227328,240041,6.0,2011,2,S,7.0,7.0,7.0,20,Q4
228474,240405,3.0,2011,2,S,7.2,7.2,7.2,10,Optativa
227792,240041,6.0,2011,2,S,7.1,7.1,7.1,10,Q4
227935,240041,6.0,2011,2,S,7.1,7.1,7.1,10,Q4
228017,240041,6.0,2011,2,S,6.7,6.7,6.7,10,Q4
229677,240041,6.0,2011,2,S,5.6,5.6,5.6,10,Q4
230666,240041,6.0,2011,2,S,7.6,7.6,7.6,10,Q4
227591,240041,6.0,2011,2,S,6.4,6.4,6.4,20,Q4
228128,240041,6.0,2011,2,S,6.9,6.9,6.9,20,Q4
228162,240041,6.0,2011,2,S,5.0,5.0,5.0,20,Q4
251365,240405,3.0,2011,2,S,9.5,9.5,9.5,10,Optativa
247017,240041,6.0,2011,2,S,7.8,7.8,7.8,10,Q4
226515,240041,6.0,2011,2,S,6.9,6.9,6.9,20,Q4
227021,240041,6.0,2011,2,S,5.6,5.6,5.6,20,Q4
230662,240041,6.0,2011,2,S,7.2,7.2,7.2,40,Q4
230684,240041,6.0,2011,2,S,8.1,8.1,8.1,40,Q4
226673,240041,6.0,2011,2,S,7.0,7.0,7.0,10,Q4
227296,240041,6.0,2011,2,S,7.1,7.1,7.1,10,Q4
227302,240041,6.0,2011,2,S,5.0,5.0,5.0,10,Q4
227413,240041,6.0,2011,2,S,7.3,7.3,7.3,10,Q4
227588,240041,6.0,2011,2,S,7.8,7.8,7.8,10,Q4
226877,240041,6.0,2011,2,S,7.0,7.0,7.0,40,Q4
227942,240041,6.0,2011,2,S,7.5,7.5,7.5,40,Q4
227775,240133,6.0,2011,2,S,5.5,5.5,5.5,20,Q3
227522,240133,6.0,2011,2,S,5.0,5.0,5.0,40,Q3
229148,240133,6.0,2011,2,N,0.0,0.0,0.0,40,Q3
256131,240133,6.0,2011,2,N,2.9,2.9,2.9,30,Q3
226673,240133,6.0,2011,2,S,7.1,7.1,7.1,40,Q3
227518,240403,3.0,2011,2,S,7.8,7.8,7.8,20,Optativa
228958,240131,6.0,2011,2,S,5.7,5.7,5.7,20,Q3
239839,240131,6.0,2011,2,S,5.8,5.8,5.8,20,Q3
228599,240032,4.5,2011,2,S,5.4,5.4,5.4,21,Q3
228628,240032,4.5,2011,2,N,2.5,2.5,2.5,21,Q3
228958,240032,4.5,2011,2,S,5.3,5.3,5.3,21,Q3
227665,240032,4.5,2011,2,N,0.0,0.0,0.0,22,Q3
247017,240401,3.0,2011,2,S,5.8,5.8,5.8,10,Optativa
227355,240042,6.0,2011,2,S,5.8,5.8,5.8,42,Q4
227728,240042,6.0,2011,2,S,8.0,8.0,8.0,42,Q4
227712,240033,4.5,2011,2,S,5.8,5.8,5.8,10,Q3
227738,240033,4.5,2011,2,S,7.5,7.5,7.5,10,Q3
228158,240033,4.5,2011,2,N,4.0,4.0,4.0,10,Q3
228372,240033,4.5,2011,2,S,6.0,6.0,6.0,10,Q3
228504,240033,4.5,2011,2,N,3.5,3.5,3.5,10,Q3
228695,240033,4.5,2011,2,S,4.8,4.8,5.0,10,Q3
243513,240042,6.0,2011,2,S,5.6,5.6,5.6,12,Q4
227298,240042,6.0,2011,2,S,5.0,5.0,5.0,22,Q4
230992,240042,6.0,2011,2,S,5.0,5.0,5.0,42,Q4
229368,240033,4.5,2011,2,S,5.0,5.0,5.0,10,Q3
229370,240033,4.5,2011,2,N,2.3,2.3,2.3,10,Q3
227807,240042,6.0,2011,2,S,5.0,5.0,5.0,21,Q4
229928,240042,6.0,2011,2,S,5.5,5.5,5.5,21,Q4
226515,240042,6.0,2011,2,S,5.8,5.8,5.8,22,Q4
232094,240042,6.0,2011,2,S,6.2,6.2,6.2,32,Q4
227744,240042,6.0,2011,2,S,5.4,5.4,5.4,41,Q4
228179,240042,6.0,2011,2,S,5.0,5.0,5.0,41,Q4
228537,240042,6.0,2011,2,S,5.9,5.9,5.9,41,Q4
231371,240042,6.0,2011,2,S,5.9,5.9,5.9,41,Q4
247553,240042,6.0,2011,2,N,4.3,4.3,4.3,41,Q4
227363,240132,4.5,2011,2,S,7.0,7.0,7.0,21,Q3
227641,240132,4.5,2011,2,S,6.4,6.4,6.4,21,Q3
228563,240132,4.5,2011,2,S,5.2,5.2,5.2,21,Q3
229926,240132,4.5,2011,2,S,5.0,5.0,5.0,21,Q3
227665,240132,4.5,2011,2,S,7.0,7.0,7.0,22,Q3
228055,240132,4.5,2011,2,S,8.0,8.0,8.0,22,Q3
227341,240042,6.0,2011,2,S,5.0,5.0,5.0,31,Q4
227451,240042,6.0,2011,2,S,5.9,5.9,5.9,31,Q4
227823,240042,6.0,2011,2,S,6.3,6.3,6.3,31,Q4
232351,240042,6.0,2011,2,S,5.0,5.0,5.0,31,Q4
227098,240132,4.5,2011,2,S,5.8,5.8,5.8,12,Q3
239844,240132,4.5,2011,2,N,0.0,0.0,0.0,12,Q3
228708,240132,4.5,2011,2,S,5.8,5.8,5.8,22,Q3
230772,240132,4.5,2011,2,S,7.0,7.0,7.0,22,Q3
228190,240132,4.5,2011,2,S,8.0,8.0,8.0,31,Q3
228436,240132,4.5,2011,2,S,5.8,5.8,5.8,31,Q3
230662,240132,4.5,2011,2,S,7.4,7.4,7.4,31,Q3
229736,240132,4.5,2011,2,S,5.3,5.3,5.3,11,Q3
228971,240132,4.5,2011,2,N,3.1,3.1,3.1,42,Q3
229146,240132,4.5,2011,2,S,9.2,9.2,9.2,42,Q3
229457,240132,4.5,2011,2,S,6.0,6.0,6.0,42,Q3
227742,240031,6.0,2011,2,N,4.0,4.0,4.0,10,Q3
228204,240031,6.0,2011,2,N,3.9,3.9,3.9,10,Q3
228601,240031,6.0,2011,2,S,4.6,4.6,5.0,10,Q3
228367,240132,4.5,2011,2,S,6.1,6.1,6.1,41,Q3
229262,240132,4.5,2011,2,S,5.1,5.1,5.1,41,Q3
232772,240132,4.5,2011,2,S,5.3,5.3,5.3,41,Q3
227260,240031,6.0,2011,2,S,7.7,7.7,7.7,20,Q3
227363,240031,6.0,2011,2,S,6.7,6.7,6.7,20,Q3
232338,240031,6.0,2011,2,S,5.8,5.8,5.8,10,Q3
227602,240407,3.0,2011,2,S,9.7,9.7,9.7,10,Optativa
227752,240407,3.0,2011,2,S,8.0,8.0,8.0,10,Optativa
230310,240407,3.0,2011,2,S,8.1,8.1,8.1,10,Optativa
230684,240407,3.0,2011,2,S,8.4,8.4,8.4,10,Optativa
232924,240407,3.0,2011,2,S,7.4,7.4,7.4,10,Optativa
228532,240031,6.0,2011,2,S,6.5,6.5,6.5,40,Q3
230474,240031,6.0,2011,2,S,9.0,9.0,9.0,30,Q3
230662,240031,6.0,2011,2,S,5.7,5.7,5.7,30,Q3
226543,240031,6.0,2011,2,S,5.3,5.3,5.3,40,Q3
229451,240031,6.0,2011,2,S,5.5,5.5,5.5,40,Q3
229794,240031,6.0,2011,2,N,4.2,4.2,4.2,40,Q3
230939,240031,6.0,2011,2,S,5.0,5.0,5.0,40,Q3
232356,240031,6.0,2011,2,S,5.6,5.6,5.6,40,Q3
232965,240031,6.0,2011,2,S,7.4,7.4,7.4,40,Q3
230356,240044,3.0,2011,2,S,8.2,8.2,8.2,12,Q4
227261,240044,3.0,2011,2,S,9.5,9.5,9.5,13,Q4
227309,240044,3.0,2011,2,S,8.2,8.2,8.2,11,Q4
228128,240044,3.0,2011,2,S,8.5,8.5,8.5,13,Q4
228454,240044,3.0,2011,2,S,8.5,8.5,8.5,13,Q4
239828,240044,3.0,2011,2,S,7.5,7.5,7.5,13,Q4
227142,240044,3.0,2011,2,S,8.2,8.2,8.2,21,Q4
226472,240044,3.0,2011,2,S,7.2,7.2,7.2,22,Q4
226877,240044,3.0,2011,2,S,8.4,8.4,8.4,22,Q4
226494,240407,3.0,2011,2,S,7.0,7.0,7.0,10,Optativa
247553,240044,3.0,2011,2,S,8.2,8.2,8.2,11,Q4
227495,240402,3.0,2011,2,S,7.1,7.1,7.1,10,Optativa
227821,240402,3.0,2011,2,S,6.7,6.7,6.7,10,Optativa
231745,240402,3.0,2011,2,S,5.4,5.4,5.4,10,Optativa
227008,240402,3.0,2011,2,S,7.7,7.7,7.7,20,Optativa
227805,240402,3.0,2011,2,S,6.6,6.6,6.6,20,Optativa
226685,240402,3.0,2011,2,S,5.4,5.4,5.4,10,Optativa
227588,240401,3.0,2011,2,S,8.1,8.1,8.1,10,Optativa
233142,240043,4.5,2011,2,S,5.6,5.6,5.6,42,Q4
230313,240043,4.5,2011,2,S,5.3,5.3,5.3,43,Q4
229677,240043,4.5,2011,2,S,7.2,7.2,7.2,11,Q4
230199,240043,4.5,2011,2,S,9.1,9.1,9.1,11,Q4
227129,240033,4.5,2011,2,S,7.0,7.0,7.0,40,Q3
227303,240033,4.5,2011,2,S,6.0,6.0,6.0,30,Q3
227406,240033,4.5,2011,2,S,5.1,5.1,5.1,30,Q3
227497,240044,3.0,2011,2,S,7.5,7.5,7.5,23,Q4
227765,240044,3.0,2011,2,S,8.5,8.5,8.5,23,Q4
229400,240044,3.0,2011,2,S,8.0,8.0,8.0,23,Q4
227935,240044,3.0,2011,2,S,9.0,9.0,9.0,24,Q4
228017,240044,3.0,2011,2,S,9.0,9.0,9.0,24,Q4
239893,240033,4.5,2011,2,S,5.1,5.1,5.1,10,Q3
227950,240033,4.5,2011,2,S,6.4,6.4,6.4,30,Q3
230933,240033,4.5,2011,2,S,5.0,5.0,5.0,20,Q3
247546,240033,4.5,2011,2,N,4.1,4.1,4.1,20,Q3
227082,240043,4.5,2011,2,S,7.1,7.1,7.1,32,Q4
227756,240043,4.5,2011,2,S,6.5,6.5,6.5,32,Q4
226635,240043,4.5,2011,2,S,7.7,7.7,7.7,33,Q4
256131,240043,4.5,2011,2,S,5.1,5.1,5.1,33,Q4
227012,240044,3.0,2011,2,S,9.0,9.0,9.0,41,Q4
227707,240044,3.0,2011,2,S,7.5,7.5,7.5,41,Q4
232679,240033,4.5,2011,2,S,5.0,5.0,5.0,40,Q3
227328,240044,3.0,2011,2,S,9.0,9.0,9.0,31,Q4
227520,240033,4.5,2011,2,N,1.9,1.9,1.9,40,Q3
227735,240033,4.5,2011,2,S,8.1,8.1,8.1,40,Q3
227746,240033,4.5,2011,2,S,4.3,4.3,5.0,40,Q3
227351,240044,3.0,2011,2,S,10.0,10.0,10.0,43,Q4
227601,240044,3.0,2011,2,S,9.0,9.0,9.0,43,Q4
229146,240044,3.0,2011,2,S,8.0,8.0,8.0,43,Q4
227887,240043,4.5,2011,2,S,5.1,5.1,5.1,21,Q4
228529,240043,4.5,2011,2,S,6.2,6.2,6.2,21,Q4
227298,240043,4.5,2011,2,S,5.3,5.3,5.3,22,Q4
227947,240043,4.5,2011,2,S,5.3,5.3,5.3,22,Q4
230149,240043,4.5,2011,2,S,5.9,5.9,5.9,22,Q4
232879,240043,4.5,2011,2,S,6.7,6.7,6.7,22,Q4
239846,240043,4.5,2011,2,S,5.7,5.7,5.7,22,Q4
227304,240043,4.5,2011,2,S,5.1,5.1,5.1,23,Q4
228663,240031,6.0,2011,2,S,7.4,7.4,7.4,20,Q3
231745,240043,4.5,2011,2,S,8.0,8.0,8.0,13,Q4
230772,240031,6.0,2011,2,S,5.8,5.8,5.8,20,Q3
239834,240031,6.0,2011,2,N,0.0,0.0,0.0,20,Q3
242722,240031,6.0,2011,2,S,6.2,6.2,6.2,20,Q3
228630,240042,6.0,2011,2,S,7.1,7.1,7.1,11,Q4
227637,240043,4.5,2011,2,S,9.1,9.1,9.1,12,Q4
227094,240042,6.0,2011,2,S,8.0,8.0,8.0,12,Q4
227588,240042,6.0,2011,2,S,6.5,6.5,6.5,12,Q4
228015,240042,6.0,2011,2,S,5.0,5.0,5.0,12,Q4
228017,240042,6.0,2011,2,S,7.0,7.0,7.0,12,Q4
229821,240043,4.5,2011,2,S,7.8,7.8,7.8,12,Q4
227228,240406,3.0,2011,2,S,9.0,9.0,9.0,20,Optativa
227801,240141,6.0,2011,2,N,4.3,4.3,4.3,13,Q4
228531,240141,6.0,2011,2,S,6.3,6.3,6.3,13,Q4
227639,240141,6.0,2011,2,S,5.2,5.2,5.2,23,Q4
228661,240141,6.0,2011,2,S,7.8,7.8,7.8,23,Q4
229691,240141,6.0,2011,2,S,8.5,8.5,8.5,23,Q4
227087,240141,6.0,2011,2,S,5.6,5.6,5.6,24,Q4
228439,240141,6.0,2011,2,S,8.6,8.6,8.6,24,Q4
239828,240141,6.0,2011,2,S,4.5,4.5,5.0,33,Q4
227779,240141,6.0,2011,2,S,7.0,7.0,7.0,34,Q4
228091,240141,6.0,2011,2,S,9.0,9.0,9.0,11,Q4
227765,240141,6.0,2011,2,S,6.7,6.7,6.7,14,Q4
227792,240141,6.0,2011,2,S,5.9,5.9,5.9,14,Q4
230477,240141,6.0,2011,2,S,10.0,10.0,10.0,24,Q4
227027,240141,6.0,2011,2,S,5.7,5.7,5.7,31,Q4
228164,240141,6.0,2011,2,S,7.0,7.0,7.0,32,Q4
227341,240141,6.0,2011,2,S,6.4,6.4,6.4,33,Q4
229989,240141,6.0,2011,2,S,5.3,5.3,5.3,33,Q4
230006,240141,6.0,2011,2,S,7.2,7.2,7.2,11,Q4
231745,240141,6.0,2011,2,S,4.2,4.2,5.0,11,Q4
227935,240141,6.0,2011,2,S,6.2,6.2,6.2,12,Q4
231991,240141,6.0,2011,2,S,6.5,6.5,6.5,22,Q4
230313,240141,6.0,2011,2,S,6.8,6.8,6.8,41,Q4
226499,240141,6.0,2011,2,S,6.9,6.9,6.9,42,Q4
228179,240141,6.0,2011,2,S,5.8,5.8,5.8,42,Q4
230159,240041,6.0,2011,2,S,6.3,6.3,6.3,20,Q4
232879,240041,6.0,2011,2,S,6.1,6.1,6.1,20,Q4
239838,240403,3.0,2011,2,S,7.4,7.4,7.4,10,Optativa
227787,240131,6.0,2011,2,N,4.1,4.1,4.1,20,Q3
228046,240131,6.0,2011,2,S,5.3,5.3,5.3,20,Q3
228055,240131,6.0,2011,2,S,5.7,5.7,5.7,20,Q3
228246,240131,6.0,2011,2,S,5.6,5.6,5.6,20,Q3
227307,240403,3.0,2011,2,S,5.4,5.4,5.4,10,Optativa
227942,240403,3.0,2011,2,S,5.7,5.7,5.7,10,Optativa
231371,240403,3.0,2011,2,S,6.8,6.8,6.8,10,Optativa
227036,240131,6.0,2011,2,S,5.5,5.5,5.5,10,Q3
227712,240131,6.0,2011,2,N,3.6,3.6,3.6,10,Q3
228027,240131,6.0,2011,2,S,5.5,5.5,5.5,10,Q3
228504,240131,6.0,2011,2,S,5.0,5.0,5.0,10,Q3
228601,240131,6.0,2011,2,S,5.9,5.9,5.9,10,Q3
229211,240131,6.0,2011,2,N,4.0,4.0,4.0,10,Q3
229736,240131,6.0,2011,2,S,4.7,4.7,5.0,10,Q3
229824,240131,6.0,2011,2,N,2.8,2.8,2.8,10,Q3
229926,240131,6.0,2011,2,S,5.0,5.0,5.0,10,Q3
232335,240131,6.0,2011,2,S,5.0,5.0,5.0,10,Q3
227828,240133,6.0,2011,2,N,4.2,4.2,4.2,10,Q3
228504,240133,6.0,2011,2,N,0.0,0.0,0.0,10,Q3
249892,240133,6.0,2011,2,N,1.1,1.1,1.1,10,Q3
228504,240032,4.5,2011,2,S,5.1,5.1,5.1,12,Q3
229368,240032,4.5,2011,2,S,6.6,6.6,6.6,12,Q3
230008,240032,4.5,2011,2,S,6.7,6.7,6.7,12,Q3
230157,240032,4.5,2011,2,S,7.2,7.2,7.2,12,Q3
232335,240032,4.5,2011,2,S,7.3,7.3,7.3,12,Q3
233021,240133,6.0,2011,2,N,2.9,2.9,2.9,40,Q3
242657,240133,6.0,2011,2,S,5.9,5.9,5.9,40,Q3
243413,240133,6.0,2011,2,S,6.9,6.9,6.9,40,Q3
227006,240133,6.0,2011,2,N,1.2,1.2,1.2,10,Q3
227091,240133,6.0,2011,2,S,5.3,5.3,5.3,10,Q3
227856,240032,4.5,2011,2,S,6.9,6.9,6.9,11,Q3
227857,240032,4.5,2011,2,S,6.5,6.5,6.5,11,Q3
228695,240032,4.5,2011,2,S,5.0,5.0,5.0,11,Q3
247558,240032,4.5,2011,2,N,0.0,0.0,0.0,12,Q3
227129,240131,6.0,2011,2,S,6.7,6.7,6.7,40,Q3
227807,240131,6.0,2011,2,S,5.2,5.2,5.2,40,Q3
228300,240131,6.0,2011,2,S,5.6,5.6,5.6,40,Q3
228315,240131,6.0,2011,2,S,6.1,6.1,6.1,40,Q3
229262,240131,6.0,2011,2,N,4.0,4.0,4.0,40,Q3
232356,240131,6.0,2011,2,S,6.0,6.0,6.0,40,Q3
232677,240131,6.0,2011,2,S,6.8,6.8,6.8,40,Q3
227880,240032,4.5,2011,2,N,4.2,4.2,4.2,42,Q3
229457,240032,4.5,2011,2,N,3.5,3.5,3.5,42,Q3
227303,240131,6.0,2011,2,S,5.4,5.4,5.4,30,Q3
228563,240131,6.0,2011,2,N,0.0,0.0,0.0,30,Q3
230353,240131,6.0,2011,2,S,5.1,5.1,5.1,30,Q3
231199,240131,6.0,2011,2,S,7.6,7.6,7.6,30,Q3
226888,240131,6.0,2011,2,N,4.5,4.5,4.5,40,Q3
227032,240131,6.0,2011,2,S,6.7,6.7,6.7,40,Q3
227121,240131,6.0,2011,2,S,6.5,6.5,6.5,40,Q3
232981,240032,4.5,2011,2,S,5.6,5.6,5.6,31,Q3
239840,240032,4.5,2011,2,N,0.0,0.0,0.0,31,Q3
227231,240032,4.5,2011,2,S,5.0,5.0,5.0,41,Q3
227459,240032,4.5,2011,2,N,4.5,4.5,4.5,41,Q3
228315,240032,4.5,2011,2,S,7.4,7.4,7.4,41,Q3
229262,240032,4.5,2011,2,N,4.7,4.7,4.7,41,Q3
227756,240041,6.0,2011,2,S,7.5,7.5,7.5,30,Q4
228060,240041,6.0,2011,2,S,6.4,6.4,6.4,30,Q4
229423,240041,6.0,2011,2,S,6.6,6.6,6.6,30,Q4
229635,240041,6.0,2011,2,S,6.1,6.1,6.1,30,Q4
228488,240041,6.0,2011,2,S,7.7,7.7,7.7,40,Q4
228535,240404,3.0,2011,2,S,8.0,8.0,8.0,10,Optativa
227779,240405,3.0,2011,2,S,9.0,9.0,9.0,10,Optativa
227854,240405,3.0,2011,2,S,8.1,8.1,8.1,10,Optativa
229989,240405,3.0,2011,2,S,9.5,9.5,9.5,10,Optativa
227765,240041,6.0,2011,2,S,7.9,7.9,7.9,10,Q4
228091,240041,6.0,2011,2,S,7.3,7.3,7.3,10,Q4
228154,240041,6.0,2011,2,S,6.8,6.8,6.8,10,Q4
228169,240041,6.0,2011,2,S,5.9,5.9,5.9,10,Q4
228815,240041,6.0,2011,2,S,8.5,8.5,8.5,10,Q4
229137,240041,6.0,2011,2,S,8.0,8.0,8.0,10,Q4
227602,240041,6.0,2011,2,S,8.2,8.2,8.2,20,Q4
227639,240041,6.0,2011,2,S,7.4,7.4,7.4,20,Q4
227887,240041,6.0,2011,2,S,5.2,5.2,5.2,20,Q4
228005,240041,6.0,2011,2,S,6.9,6.9,6.9,20,Q4
227753,240041,6.0,2011,2,S,6.9,6.9,6.9,10,Q4
227092,240041,6.0,2011,2,S,4.7,4.7,5.0,20,Q4
230475,240041,6.0,2011,2,S,8.3,8.3,8.3,40,Q4
228122,240041,6.0,2011,2,S,5.6,5.6,5.6,40,Q4
227228,240133,6.0,2011,2,N,3.5,3.5,3.5,40,Q3
227520,240133,6.0,2011,2,N,0.0,0.0,0.0,40,Q3
229180,240133,6.0,2011,2,N,2.2,2.2,2.2,30,Q3
226684,240133,6.0,2011,2,N,0.0,0.0,0.0,40,Q3
228432,240131,6.0,2011,2,N,4.1,4.1,4.1,20,Q3
228474,240131,6.0,2011,2,S,5.5,5.5,5.5,20,Q3
229759,240131,6.0,2011,2,S,5.6,5.6,5.6,20,Q3
230772,240131,6.0,2011,2,S,6.2,6.2,6.2,20,Q3
256155,240131,6.0,2011,2,S,5.6,5.6,5.6,20,Q3
227341,240403,3.0,2011,2,S,7.1,7.1,7.1,20,Optativa
227825,240032,4.5,2011,2,S,5.6,5.6,5.6,21,Q3
239839,240032,4.5,2011,2,S,5.2,5.2,5.2,21,Q3
228324,240032,4.5,2011,2,S,4.7,4.7,5.0,22,Q3
228382,240032,4.5,2011,2,S,6.4,6.4,6.4,22,Q3
228736,240032,4.5,2011,2,S,6.1,6.1,6.1,22,Q3
228164,240401,3.0,2011,2,S,7.3,7.3,7.3,10,Optativa
232094,240401,3.0,2011,2,S,5.8,5.8,5.8,10,Optativa
228593,240042,6.0,2011,2,S,7.0,7.0,7.0,22,Q4
226499,240042,6.0,2011,2,S,6.7,6.7,6.7,42,Q4
227121,240042,6.0,2011,2,N,4.2,4.2,4.2,42,Q4
227098,240033,4.5,2011,2,S,6.4,6.4,6.4,10,Q3
227326,240033,4.5,2011,2,S,6.0,6.0,6.0,10,Q3
227355,240033,4.5,2011,2,S,6.5,6.5,6.5,10,Q3
227383,240033,4.5,2011,2,S,6.5,6.5,6.5,10,Q3
228601,240033,4.5,2011,2,S,7.1,7.1,7.1,10,Q3
227047,240042,6.0,2011,2,S,5.2,5.2,5.2,21,Q4
227092,240042,6.0,2011,2,S,5.0,5.0,5.0,22,Q4
230248,240042,6.0,2011,2,N,3.6,3.6,3.6,42,Q4
230843,240042,6.0,2011,2,S,5.2,5.2,5.2,42,Q4
232235,240042,6.0,2011,2,S,5.0,5.0,5.0,42,Q4
227602,240042,6.0,2011,2,S,6.5,6.5,6.5,21,Q4
227700,240042,6.0,2011,2,S,6.6,6.6,6.6,21,Q4
227887,240042,6.0,2011,2,S,5.9,5.9,5.9,21,Q4
228029,240042,6.0,2011,2,S,5.4,5.4,5.4,21,Q4
231991,240042,6.0,2011,2,S,6.7,6.7,6.7,21,Q4
232393,240042,6.0,2011,2,S,7.0,7.0,7.0,21,Q4
239828,240042,6.0,2011,2,S,5.3,5.3,5.3,32,Q4
227057,240042,6.0,2011,2,N,4.6,4.6,4.6,41,Q4
227290,240042,6.0,2011,2,S,5.1,5.1,5.1,41,Q4
227482,240042,6.0,2011,2,S,5.6,5.6,5.6,41,Q4
239835,240042,6.0,2011,2,S,5.3,5.3,5.3,41,Q4
247557,240042,6.0,2011,2,S,5.5,5.5,5.5,41,Q4
227506,240132,4.5,2011,2,S,6.0,6.0,6.0,21,Q3
228375,240132,4.5,2011,2,S,5.3,5.3,5.3,21,Q3
228715,240132,4.5,2011,2,N,3.0,3.0,3.0,21,Q3
230933,240132,4.5,2011,2,S,8.0,8.0,8.0,21,Q3
246513,240132,4.5,2011,2,S,7.3,7.3,7.3,21,Q3
228188,240132,4.5,2011,2,S,5.1,5.1,5.1,22,Q3
227095,240042,6.0,2011,2,S,5.6,5.6,5.6,31,Q4
228880,240042,6.0,2011,2,S,6.5,6.5,6.5,31,Q4
226464,240132,4.5,2011,2,S,8.0,8.0,8.0,12,Q3
227018,240132,4.5,2011,2,S,6.0,6.0,6.0,12,Q3
227326,240132,4.5,2011,2,S,5.3,5.3,5.3,12,Q3
228371,240132,4.5,2011,2,S,8.0,8.0,8.0,12,Q3
228704,240132,4.5,2011,2,N,4.1,4.1,4.1,12,Q3
230157,240132,4.5,2011,2,S,5.7,5.7,5.7,12,Q3
227260,240132,4.5,2011,2,S,8.0,8.0,8.0,21,Q3
229447,240132,4.5,2011,2,S,6.0,6.0,6.0,22,Q3
227303,240132,4.5,2011,2,S,6.2,6.2,6.2,31,Q3
227406,240132,4.5,2011,2,S,8.1,8.1,8.1,31,Q3
228045,240132,4.5,2011,2,S,6.5,6.5,6.5,11,Q3
227032,240132,4.5,2011,2,S,7.1,7.1,7.1,42,Q3
228027,240031,6.0,2011,2,S,6.3,6.3,6.3,10,Q3
228158,240031,6.0,2011,2,S,6.0,6.0,6.0,10,Q3
228718,240031,6.0,2011,2,S,6.2,6.2,6.2,10,Q3
227746,240132,4.5,2011,2,S,6.1,6.1,6.1,41,Q3
228281,240132,4.5,2011,2,S,5.0,5.0,5.0,41,Q3
229451,240132,4.5,2011,2,S,5.2,5.2,5.2,41,Q3
242722,240132,4.5,2011,2,S,5.7,5.7,5.7,41,Q3
230008,240031,6.0,2011,2,S,5.0,5.0,5.0,10,Q3
232335,240031,6.0,2011,2,N,4.0,4.0,4.0,10,Q3
226543,240132,4.5,2011,2,S,9.0,9.0,9.0,41,Q3
226818,240407,3.0,2011,2,S,8.2,8.2,8.2,10,Optativa
227801,240407,3.0,2011,2,S,8.6,8.6,8.6,10,Optativa
228080,240407,3.0,2011,2,S,8.9,8.9,8.9,10,Optativa
228128,240407,3.0,2011,2,S,7.9,7.9,7.9,10,Optativa
228661,240407,3.0,2011,2,S,9.2,9.2,9.2,10,Optativa
230686,240407,3.0,2011,2,S,9.0,9.0,9.0,10,Optativa
232636,240407,3.0,2011,2,S,7.1,7.1,7.1,10,Optativa
256156,240407,3.0,2011,2,S,6.4,6.4,6.4,10,Optativa
227286,240031,6.0,2011,2,S,5.7,5.7,5.7,30,Q3
227299,240031,6.0,2011,2,S,9.0,9.0,9.0,30,Q3
228563,240031,6.0,2011,2,S,5.9,5.9,5.9,40,Q3
228631,240031,6.0,2011,2,S,5.7,5.7,5.7,40,Q3
228660,240031,6.0,2011,2,S,6.7,6.7,6.7,40,Q3
229121,240031,6.0,2011,2,S,5.5,5.5,5.5,40,Q3
228884,240031,6.0,2011,2,N,0.0,0.0,0.0,30,Q3
230353,240031,6.0,2011,2,S,7.9,7.9,7.9,30,Q3
227459,240031,6.0,2011,2,N,3.7,3.7,3.7,40,Q3
227744,240031,6.0,2011,2,S,7.8,7.8,7.8,40,Q3
227746,240031,6.0,2011,2,S,7.2,7.2,7.2,40,Q3
232772,240031,6.0,2011,2,S,6.0,6.0,6.0,40,Q3
243413,240031,6.0,2011,2,S,9.0,9.0,9.0,40,Q3
233142,240044,3.0,2011,2,S,8.3,8.3,8.3,12,Q4
227591,240044,3.0,2011,2,S,9.0,9.0,9.0,13,Q4
227805,240044,3.0,2011,2,S,9.5,9.5,9.5,13,Q4
229821,240044,3.0,2011,2,S,8.5,8.5,8.5,13,Q4
230066,240044,3.0,2011,2,S,8.5,8.5,8.5,13,Q4
228525,240044,3.0,2011,2,S,7.9,7.9,7.9,21,Q4
229423,240044,3.0,2011,2,S,8.2,8.2,8.2,21,Q4
228533,240044,3.0,2011,2,S,8.6,8.6,8.6,11,Q4
228637,240044,3.0,2011,2,S,8.6,8.6,8.6,11,Q4
227302,240044,3.0,2011,2,S,8.3,8.3,8.3,12,Q4
227497,240402,3.0,2011,2,S,6.8,6.8,6.8,10,Optativa
226944,240402,3.0,2011,2,S,6.8,6.8,6.8,20,Optativa
227215,240402,3.0,2011,2,S,6.0,6.0,6.0,20,Optativa
228663,240402,3.0,2011,2,S,8.1,8.1,8.1,20,Optativa
230268,240043,4.5,2011,2,S,5.1,5.1,5.1,42,Q4
230686,240043,4.5,2011,2,S,8.1,8.1,8.1,42,Q4
228848,240043,4.5,2011,2,S,6.6,6.6,6.6,43,Q4
247557,240043,4.5,2011,2,S,6.8,6.8,6.8,43,Q4
251365,240043,4.5,2011,2,N,2.7,2.7,2.7,43,Q4
229754,240043,4.5,2011,2,S,7.4,7.4,7.4,11,Q4
227094,240043,4.5,2011,2,S,7.3,7.3,7.3,12,Q4
227096,240043,4.5,2011,2,S,8.4,8.4,8.4,12,Q4
226472,240042,6.0,2011,2,S,6.7,6.7,6.7,11,Q4
227034,240042,6.0,2011,2,S,6.4,6.4,6.4,11,Q4
226543,240033,4.5,2011,2,S,5.7,5.7,5.7,40,Q3
230474,240043,4.5,2011,2,S,6.9,6.9,6.9,41,Q4
227286,240033,4.5,2011,2,S,5.4,5.4,5.4,30,Q3
