CODEX,CODASS,CR,CURS,Q,APR,NP,NC,NF,GR,QUATRI
244517,240043,4.5,2013,1,S,4.2,4.2,5.0,13,Q4
244074,240501,3.0,2013,1,N,0.0,0.0,0.0,10,Optativa
246015,240501,3.0,2013,1,S,7.0,7.0,7.0,10,Optativa
260539,240033,4.5,2013,1,N,3.6,3.6,3.6,12,Q3
227701,240071,6.0,2013,1,S,8.0,8.0,8.0,10,Q7
229011,240071,6.0,2013,1,S,7.1,7.1,7.1,10,Q7
246113,240043,4.5,2013,1,S,5.2,5.2,5.2,11,Q4
278742,240043,4.5,2013,1,S,5.0,5.0,5.0,31,Q4
244840,240043,4.5,2013,1,S,5.8,5.8,5.8,31,Q4
247070,240033,4.5,2013,1,N,3.6,3.6,3.6,52,Q3
245731,240033,4.5,2013,1,N,0.0,0.0,0.0,52,Q3
259148,240033,4.5,2013,1,S,5.0,5.0,5.0,53,Q3
260193,240031,6.0,2013,1,S,6.5,6.5,6.5,10,Q3
244483,240041,6.0,2013,1,S,7.0,7.0,7.0,10,Q4
244391,240041,6.0,2013,1,S,5.0,5.0,5.0,20,Q4
245229,240041,6.0,2013,1,S,5.1,5.1,5.1,20,Q4
228297,240041,6.0,2013,1,N,3.5,3.5,3.5,20,Q4
245077,240041,6.0,2013,1,S,7.0,7.0,7.0,20,Q4
245591,240041,6.0,2013,1,S,6.1,6.1,6.1,20,Q4
246298,240041,6.0,2013,1,N,4.6,4.6,4.6,20,Q4
245509,240041,6.0,2013,1,S,5.0,5.0,5.0,20,Q4
246199,240041,6.0,2013,1,S,7.0,7.0,7.0,20,Q4
246113,240041,6.0,2013,1,S,6.0,6.0,6.0,10,Q4
230474,240171,6.0,2013,1,S,9.4,9.4,9.4,44,Q7
227298,240171,6.0,2013,1,N,0.0,0.0,0.0,44,Q7
246396,240402,3.0,2013,1,S,7.6,7.6,7.6,10,Optativa
227829,240402,3.0,2013,1,S,6.8,6.8,6.8,20,Optativa
243442,240402,3.0,2013,1,S,7.6,7.6,7.6,20,Optativa
244886,240402,3.0,2013,1,S,5.4,5.4,5.4,20,Optativa
243584,240402,3.0,2013,1,S,5.9,5.9,5.9,20,Optativa
243538,240402,3.0,2013,1,S,6.1,6.1,6.1,20,Optativa
243979,240402,3.0,2013,1,S,7.0,7.0,7.0,20,Optativa
228315,240064,3.0,2013,1,S,8.5,8.5,8.5,11,Q6
239830,240044,3.0,2013,1,S,9.5,9.5,9.5,23,Q4
245553,240044,3.0,2013,1,S,7.9,7.9,7.9,31,Q4
228884,240044,3.0,2013,1,S,9.2,9.2,9.2,31,Q4
244483,240044,3.0,2013,1,S,8.7,8.7,8.7,31,Q4
245121,240044,3.0,2013,1,S,9.0,9.0,9.0,32,Q4
247072,240044,3.0,2013,1,S,9.0,9.0,9.0,32,Q4
252424,240044,3.0,2013,1,S,9.0,9.0,9.0,32,Q4
262664,240052,6.0,2013,1,N,1.4,1.4,1.4,51,Q5
228576,240052,6.0,2013,1,S,6.4,6.4,6.4,42,Q5
227665,240052,6.0,2013,1,S,7.1,7.1,7.1,42,Q5
244149,240052,6.0,2013,1,S,6.0,6.0,6.0,43,Q5
227459,240052,6.0,2013,1,N,3.5,3.5,3.5,43,Q5
228736,240052,6.0,2013,1,S,6.0,6.0,6.0,52,Q5
227520,240052,6.0,2013,1,N,0.0,0.0,0.0,53,Q5
248890,240052,6.0,2013,1,N,4.2,4.2,4.2,41,Q5
258272,240031,6.0,2013,1,N,3.1,3.1,3.1,30,Q3
262287,240406,3.0,2013,1,S,10.0,10.0,10.0,10,Optativa
243454,240406,3.0,2013,1,S,9.0,9.0,9.0,10,Optativa
243777,240141,6.0,2013,1,S,5.9,5.9,5.9,32,Q4
244840,240141,6.0,2013,1,S,6.3,6.3,6.3,32,Q4
261161,240033,4.5,2013,1,S,8.0,8.0,8.0,42,Q3
261879,240033,4.5,2013,1,S,5.9,5.9,5.9,51,Q3
261367,240033,4.5,2013,1,S,8.0,8.0,8.0,32,Q3
261974,240033,4.5,2013,1,S,6.0,6.0,6.0,32,Q3
259916,240033,4.5,2013,1,S,8.0,8.0,8.0,33,Q3
261146,240033,4.5,2013,1,S,5.5,5.5,5.5,33,Q3
244117,240033,4.5,2013,1,S,5.0,5.0,5.0,33,Q3
243551,240033,4.5,2013,1,N,3.1,3.1,3.1,41,Q3
264800,240033,4.5,2013,1,N,3.9,3.9,3.9,51,Q3
258811,240033,4.5,2013,1,S,6.5,6.5,6.5,41,Q3
264455,240033,4.5,2013,1,N,2.0,2.0,2.0,41,Q3
259997,240033,4.5,2013,1,S,6.0,6.0,6.0,41,Q3
227712,240064,3.0,2013,1,S,9.0,9.0,9.0,35,Q6
227825,240064,3.0,2013,1,S,8.0,8.0,8.0,35,Q6
243969,240064,3.0,2013,1,S,8.0,8.0,8.0,35,Q6
226472,240073,4.5,2013,1,S,9.2,9.2,9.2,34,Q7
227887,240073,4.5,2013,1,S,8.3,8.3,8.3,34,Q7
228921,240073,4.5,2013,1,S,8.9,8.9,8.9,34,Q7
227096,240073,4.5,2013,1,S,8.9,8.9,8.9,34,Q7
227299,240073,4.5,2013,1,S,6.1,6.1,6.1,11,Q7
227779,240073,4.5,2013,1,S,7.7,7.7,7.7,11,Q7
245676,240052,6.0,2013,1,S,7.3,7.3,7.3,21,Q5
281299,240052,6.0,2013,1,N,4.4,4.4,4.4,21,Q5
243124,240052,6.0,2013,1,S,5.9,5.9,5.9,21,Q5
244406,240052,6.0,2013,1,S,6.7,6.7,6.7,22,Q5
245826,240052,6.0,2013,1,S,6.1,6.1,6.1,22,Q5
228581,240073,4.5,2013,1,S,8.9,8.9,8.9,12,Q7
229072,240073,4.5,2013,1,S,7.1,7.1,7.1,12,Q7
244531,240052,6.0,2013,1,S,6.2,6.2,6.2,13,Q5
245517,240052,6.0,2013,1,S,5.3,5.3,5.3,13,Q5
244651,240052,6.0,2013,1,S,6.5,6.5,6.5,14,Q5
245375,240052,6.0,2013,1,S,5.0,5.0,5.0,14,Q5
245564,240052,6.0,2013,1,S,7.2,7.2,7.2,14,Q5
245218,240141,6.0,2013,1,S,5.6,5.6,5.6,11,Q4
246312,240141,6.0,2013,1,N,4.3,4.3,4.3,12,Q4
246098,240141,6.0,2013,1,S,6.5,6.5,6.5,12,Q4
246718,240141,6.0,2013,1,N,3.9,3.9,3.9,32,Q4
226994,240141,6.0,2013,1,N,3.1,3.1,3.1,32,Q4
227328,240001,3.0,2013,1,S,7.2,7.2,7.2,10,Optativa
228533,240001,3.0,2013,1,S,8.1,8.1,8.1,10,Optativa
227094,240001,3.0,2013,1,S,7.5,7.5,7.5,10,Optativa
229890,240001,3.0,2013,1,S,8.1,8.1,8.1,10,Optativa
228154,240001,3.0,2013,1,S,7.7,7.7,7.7,10,Optativa
229370,240151,4.5,2013,1,N,0.0,0.0,0.0,44,Q5
229972,240151,4.5,2013,1,N,4.1,4.1,4.1,44,Q5
244535,240151,4.5,2013,1,S,5.5,5.5,5.5,32,Q5
245621,240151,4.5,2013,1,S,5.7,5.7,5.7,33,Q5
227303,240151,4.5,2013,1,S,5.2,5.2,5.2,42,Q5
245407,240151,4.5,2013,1,N,4.1,4.1,4.1,42,Q5
243200,240151,4.5,2013,1,S,5.0,5.0,5.0,42,Q5
227289,240151,4.5,2013,1,S,5.3,5.3,5.3,43,Q5
229457,240151,4.5,2013,1,N,3.4,3.4,3.4,44,Q5
245190,240151,4.5,2013,1,S,5.8,5.8,5.8,41,Q5
243702,240151,4.5,2013,1,N,4.7,4.7,4.7,41,Q5
244150,240151,4.5,2013,1,S,5.0,5.0,5.0,24,Q5
245017,240151,4.5,2013,1,N,4.0,4.0,4.0,31,Q5
246657,240151,4.5,2013,1,N,4.5,4.5,4.5,31,Q5
246123,240151,4.5,2013,1,S,5.0,5.0,5.0,31,Q5
244343,240151,4.5,2013,1,S,5.6,5.6,5.6,31,Q5
243993,240151,4.5,2013,1,S,7.1,7.1,7.1,21,Q5
245486,240151,4.5,2013,1,S,6.4,6.4,6.4,23,Q5
244194,240151,4.5,2013,1,S,5.1,5.1,5.1,13,Q5
244971,240151,4.5,2013,1,S,5.4,5.4,5.4,13,Q5
244575,240151,4.5,2013,1,S,5.5,5.5,5.5,24,Q5
245638,240151,4.5,2013,1,S,4.0,4.0,5.0,24,Q5
231419,240151,4.5,2013,1,S,5.0,5.0,5.0,11,Q5
248722,240151,4.5,2013,1,S,5.5,5.5,5.5,11,Q5
245878,240151,4.5,2013,1,N,3.7,3.7,3.7,11,Q5
245393,240151,4.5,2013,1,N,4.0,4.0,4.0,11,Q5
245375,240151,4.5,2013,1,S,5.4,5.4,5.4,11,Q5
278722,240151,4.5,2013,1,N,4.3,4.3,4.3,13,Q5
243737,240151,4.5,2013,1,S,8.5,8.5,8.5,14,Q5
244235,240151,4.5,2013,1,S,7.1,7.1,7.1,12,Q5
244651,240151,4.5,2013,1,S,5.3,5.3,5.3,12,Q5
243368,240151,4.5,2013,1,S,5.6,5.6,5.6,12,Q5
227369,240151,4.5,2013,1,N,2.3,2.3,2.3,12,Q5
248551,240151,4.5,2013,1,S,6.1,6.1,6.1,12,Q5
245240,240003,8.0,2013,1,S,9.0,9.0,9.0,10,Optativa
260099,240031,6.0,2013,1,S,6.2,6.2,6.2,30,Q3
245643,240031,6.0,2013,1,N,2.8,2.8,2.8,40,Q3
278725,240031,6.0,2013,1,N,4.3,4.3,4.3,50,Q3
244141,240031,6.0,2013,1,S,5.0,5.0,5.0,50,Q3
228027,240064,3.0,2013,1,S,7.6,7.6,7.6,33,Q6
256768,240064,3.0,2013,1,S,7.2,7.2,7.2,33,Q6
227519,240064,3.0,2013,1,S,8.5,8.5,8.5,34,Q6
227087,240064,3.0,2013,1,S,8.1,8.1,8.1,34,Q6
243538,240031,6.0,2013,1,N,3.2,3.2,3.2,30,Q3
228718,240064,3.0,2013,1,S,7.0,7.0,7.0,21,Q6
247546,240064,3.0,2013,1,S,6.8,6.8,6.8,21,Q6
228372,240064,3.0,2013,1,S,8.1,8.1,8.1,21,Q6
232677,240064,3.0,2013,1,S,8.7,8.7,8.7,22,Q6
243374,240064,3.0,2013,1,S,7.7,7.7,7.7,22,Q6
229011,240064,3.0,2013,1,S,8.8,8.8,8.8,22,Q6
242657,240064,3.0,2013,1,S,7.4,7.4,7.4,22,Q6
226495,240064,3.0,2013,1,S,9.5,9.5,9.5,31,Q6
227856,240064,3.0,2013,1,S,7.9,7.9,7.9,31,Q6
228695,240064,3.0,2013,1,S,9.5,9.5,9.5,31,Q6
246587,240064,3.0,2013,1,S,9.0,9.0,9.0,32,Q6
227048,240064,3.0,2013,1,S,9.0,9.0,9.0,32,Q6
228367,240162,4.5,2013,1,N,3.3,3.3,3.3,20,Q6
228601,240162,4.5,2013,1,S,5.0,5.0,5.0,10,Q6
228631,240162,4.5,2013,1,N,3.3,3.3,3.3,10,Q6
239827,240162,4.5,2013,1,N,4.1,4.1,4.1,20,Q6
226889,240162,4.5,2013,1,N,0.0,0.0,0.0,20,Q6
278720,240162,4.5,2013,1,N,4.0,4.0,4.0,20,Q6
231202,240162,4.5,2013,1,N,4.2,4.2,4.2,20,Q6
228372,240162,4.5,2013,1,S,6.0,6.0,6.0,20,Q6
244738,240162,4.5,2013,1,N,3.2,3.2,3.2,10,Q6
227018,240162,4.5,2013,1,N,3.1,3.1,3.1,10,Q6
239839,240162,4.5,2013,1,N,4.6,4.6,4.6,10,Q6
227032,240162,4.5,2013,1,S,5.0,5.0,5.0,10,Q6
239836,240162,4.5,2013,1,N,4.3,4.3,4.3,20,Q6
228576,240162,4.5,2013,1,N,1.7,1.7,1.7,30,Q6
232526,240162,4.5,2013,1,N,4.0,4.0,4.0,30,Q6
228063,240162,4.5,2013,1,S,5.0,5.0,5.0,30,Q6
232924,240162,4.5,2013,1,N,0.0,0.0,0.0,30,Q6
232335,240162,4.5,2013,1,S,6.6,6.6,6.6,30,Q6
228525,240073,4.5,2013,1,N,4.6,4.6,4.6,21,Q7
228164,240073,4.5,2013,1,S,8.7,8.7,8.7,22,Q7
227602,240073,4.5,2013,1,S,7.9,7.9,7.9,22,Q7
228531,240073,4.5,2013,1,S,6.5,6.5,6.5,22,Q7
227756,240073,4.5,2013,1,S,7.9,7.9,7.9,23,Q7
230159,240073,4.5,2013,1,S,8.2,8.2,8.2,23,Q7
227338,240073,4.5,2013,1,S,7.0,7.0,7.0,23,Q7
260539,240131,6.0,2013,1,S,7.1,7.1,7.1,10,Q3
259078,240131,6.0,2013,1,S,4.6,4.6,5.0,10,Q3
258885,240131,6.0,2013,1,S,5.5,5.5,5.5,10,Q3
263378,240131,6.0,2013,1,S,5.3,5.3,5.3,10,Q3
259232,240131,6.0,2013,1,S,5.6,5.6,5.6,10,Q3
261863,240131,6.0,2013,1,S,6.6,6.6,6.6,20,Q3
261577,240131,6.0,2013,1,S,9.6,9.6,9.6,10,Q3
260421,240131,6.0,2013,1,S,5.9,5.9,5.9,10,Q3
245219,240131,6.0,2013,1,S,5.8,5.8,5.8,10,Q3
258999,240131,6.0,2013,1,S,6.3,6.3,6.3,10,Q3
261239,240131,6.0,2013,1,S,5.0,5.0,5.0,10,Q3
245316,240133,6.0,2013,1,N,0.0,0.0,0.0,50,Q3
227735,240061,6.0,2013,1,S,4.2,4.2,5.0,12,Q6
233021,240061,6.0,2013,1,S,6.7,6.7,6.7,12,Q6
227738,240061,6.0,2013,1,S,6.6,6.6,6.6,12,Q6
228525,240061,6.0,2013,1,S,5.0,5.0,5.0,13,Q6
260071,240133,6.0,2013,1,S,5.1,5.1,5.1,50,Q3
227363,240061,6.0,2013,1,N,3.8,3.8,3.8,21,Q6
229451,240061,6.0,2013,1,S,5.0,5.0,5.0,22,Q6
228532,240061,6.0,2013,1,S,4.5,4.5,5.0,22,Q6
228027,240061,6.0,2013,1,S,7.0,7.0,7.0,22,Q6
228367,240061,6.0,2013,1,S,5.9,5.9,5.9,22,Q6
232356,240061,6.0,2013,1,S,7.0,7.0,7.0,22,Q6
239835,240061,6.0,2013,1,S,5.0,5.0,5.0,22,Q6
227950,240061,6.0,2013,1,S,5.0,5.0,5.0,23,Q6
239846,240061,6.0,2013,1,N,4.2,4.2,4.2,14,Q6
227947,240061,6.0,2013,1,S,5.3,5.3,5.3,23,Q6
226494,240061,6.0,2013,1,S,5.8,5.8,5.8,23,Q6
228637,240061,6.0,2013,1,S,6.0,6.0,6.0,23,Q6
228300,240061,6.0,2013,1,N,0.0,0.0,0.0,23,Q6
230992,240061,6.0,2013,1,S,5.0,5.0,5.0,33,Q6
230662,240061,6.0,2013,1,N,3.5,3.5,3.5,33,Q6
247413,240061,6.0,2013,1,N,0.0,0.0,0.0,33,Q6
279688,240061,6.0,2013,1,N,4.5,4.5,4.5,33,Q6
243241,240053,6.0,2013,1,S,5.0,5.0,5.0,31,Q5
245453,240053,6.0,2013,1,S,7.0,7.0,7.0,22,Q5
245373,240053,6.0,2013,1,S,6.9,6.9,6.9,23,Q5
245675,240053,6.0,2013,1,S,5.0,5.0,5.0,23,Q5
248338,240053,6.0,2013,1,S,6.3,6.3,6.3,24,Q5
244848,240053,6.0,2013,1,S,6.8,6.8,6.8,24,Q5
248426,240053,6.0,2013,1,S,5.6,5.6,5.6,24,Q5
245878,240053,6.0,2013,1,N,3.7,3.7,3.7,42,Q5
246807,240053,6.0,2013,1,S,6.8,6.8,6.8,12,Q5
246034,240053,6.0,2013,1,S,5.8,5.8,5.8,13,Q5
244531,240053,6.0,2013,1,S,5.0,5.0,5.0,13,Q5
246465,240053,6.0,2013,1,N,4.1,4.1,4.1,14,Q5
250039,240053,6.0,2013,1,S,6.2,6.2,6.2,14,Q5
246579,240053,6.0,2013,1,S,5.0,5.0,5.0,14,Q5
244049,240053,6.0,2013,1,S,9.3,9.3,9.3,21,Q5
243993,240053,6.0,2013,1,S,6.6,6.6,6.6,21,Q5
244041,240053,6.0,2013,1,N,3.3,3.3,3.3,31,Q5
243929,240053,6.0,2013,1,S,6.4,6.4,6.4,32,Q5
245553,240053,6.0,2013,1,N,3.5,3.5,3.5,34,Q5
244074,240053,6.0,2013,1,S,5.8,5.8,5.8,34,Q5
245401,240053,6.0,2013,1,N,4.2,4.2,4.2,32,Q5
243748,240053,6.0,2013,1,N,1.1,1.1,1.1,41,Q5
245407,240053,6.0,2013,1,N,2.6,2.6,2.6,41,Q5
243582,240053,6.0,2013,1,S,7.8,7.8,7.8,41,Q5
228382,240053,6.0,2013,1,N,3.7,3.7,3.7,41,Q5
228055,240053,6.0,2013,1,N,3.7,3.7,3.7,42,Q5
228576,240053,6.0,2013,1,N,3.9,3.9,3.9,42,Q5
244802,240053,6.0,2013,1,S,7.0,7.0,7.0,44,Q5
227125,240053,6.0,2013,1,N,3.2,3.2,3.2,44,Q5
245654,240053,6.0,2013,1,S,6.7,6.7,6.7,52,Q5
228504,240053,6.0,2013,1,S,5.2,5.2,5.2,53,Q5
239844,240053,6.0,2013,1,N,2.8,2.8,2.8,53,Q5
227607,240053,6.0,2013,1,N,1.5,1.5,1.5,53,Q5
260099,240131,6.0,2013,1,S,6.2,6.2,6.2,30,Q3
258320,240131,6.0,2013,1,S,5.9,5.9,5.9,40,Q3
258811,240131,6.0,2013,1,S,6.6,6.6,6.6,40,Q3
259341,240131,6.0,2013,1,S,7.4,7.4,7.4,30,Q3
262031,240131,6.0,2013,1,S,5.6,5.6,5.6,30,Q3
259986,240131,6.0,2013,1,S,5.8,5.8,5.8,30,Q3
261974,240131,6.0,2013,1,S,6.1,6.1,6.1,30,Q3
245360,240131,6.0,2013,1,S,6.0,6.0,6.0,30,Q3
262016,240131,6.0,2013,1,S,5.0,5.0,5.0,30,Q3
259217,240133,6.0,2013,1,S,5.0,5.0,5.0,30,Q3
260807,240133,6.0,2013,1,S,5.8,5.8,5.8,30,Q3
260501,240133,6.0,2013,1,S,5.5,5.5,5.5,40,Q3
258366,240131,6.0,2013,1,S,5.7,5.7,5.7,20,Q3
261527,240131,6.0,2013,1,S,6.8,6.8,6.8,20,Q3
258937,240131,6.0,2013,1,N,1.7,1.7,1.7,20,Q3
260528,240131,6.0,2013,1,N,4.5,4.5,4.5,20,Q3
264997,240131,6.0,2013,1,S,5.1,5.1,5.1,30,Q3
248547,240131,6.0,2013,1,N,0.0,0.0,0.0,30,Q3
229146,240161,6.0,2013,1,S,7.0,7.0,7.0,12,Q6
259188,240131,6.0,2013,1,S,4.6,4.6,5.0,20,Q3
227452,240161,6.0,2013,1,S,5.8,5.8,5.8,11,Q6
263604,240161,6.0,2013,1,S,5.3,5.3,5.3,13,Q6
239846,240161,6.0,2013,1,S,5.0,5.0,5.0,13,Q6
262081,240131,6.0,2013,1,S,6.5,6.5,6.5,40,Q3
262874,240131,6.0,2013,1,N,4.4,4.4,4.4,50,Q3
258927,240131,6.0,2013,1,S,5.9,5.9,5.9,50,Q3
263065,240131,6.0,2013,1,S,6.0,6.0,6.0,50,Q3
244279,240131,6.0,2013,1,N,3.0,3.0,3.0,50,Q3
280740,240131,6.0,2013,1,S,5.4,5.4,5.4,50,Q3
244141,240131,6.0,2013,1,N,2.3,2.3,2.3,50,Q3
258174,240133,6.0,2013,1,S,5.0,5.0,5.0,30,Q3
262803,240133,6.0,2013,1,S,5.3,5.3,5.3,30,Q3
278848,240133,6.0,2013,1,N,2.8,2.8,2.8,30,Q3
265174,240133,6.0,2013,1,S,6.7,6.7,6.7,30,Q3
245359,240131,6.0,2013,1,N,3.7,3.7,3.7,40,Q3
226464,240161,6.0,2013,1,S,5.9,5.9,5.9,23,Q6
227880,240161,6.0,2013,1,S,5.0,5.0,5.0,23,Q6
228027,240161,6.0,2013,1,S,5.0,5.0,5.0,23,Q6
278742,240161,6.0,2013,1,N,4.4,4.4,4.4,31,Q6
247546,240161,6.0,2013,1,S,6.3,6.3,6.3,31,Q6
278729,240161,6.0,2013,1,N,2.5,2.5,2.5,33,Q6
227609,240161,6.0,2013,1,S,5.3,5.3,5.3,14,Q6
262945,240133,6.0,2013,1,N,2.9,2.9,2.9,20,Q3
258301,240133,6.0,2013,1,N,2.4,2.4,2.4,20,Q3
261446,240133,6.0,2013,1,N,4.0,4.0,4.0,20,Q3
261499,240133,6.0,2013,1,N,4.0,4.0,4.0,20,Q3
258997,240133,6.0,2013,1,S,8.9,8.9,8.9,30,Q3
229248,240002,4.0,2013,1,S,9.0,9.0,9.0,10,Optativa
258489,240133,6.0,2013,1,S,4.3,4.3,5.0,50,Q3
258742,240133,6.0,2013,1,S,5.0,5.0,5.0,50,Q3
258610,240133,6.0,2013,1,N,4.0,4.0,4.0,20,Q3
258902,240133,6.0,2013,1,S,5.0,5.0,5.0,20,Q3
258159,240133,6.0,2013,1,S,5.4,5.4,5.4,20,Q3
259188,240133,6.0,2013,1,S,5.9,5.9,5.9,20,Q3
260656,240133,6.0,2013,1,S,5.0,5.0,5.0,20,Q3
259914,240133,6.0,2013,1,N,2.5,2.5,2.5,20,Q3
260378,240133,6.0,2013,1,S,6.8,6.8,6.8,40,Q3
258620,240133,6.0,2013,1,N,4.2,4.2,4.2,20,Q3
262080,240133,6.0,2013,1,S,9.0,9.0,9.0,20,Q3
260460,240133,6.0,2013,1,S,5.8,5.8,5.8,20,Q3
259761,240133,6.0,2013,1,S,6.1,6.1,6.1,20,Q3
261015,240133,6.0,2013,1,S,6.7,6.7,6.7,10,Q3
258438,240133,6.0,2013,1,S,6.2,6.2,6.2,10,Q3
260539,240133,6.0,2013,1,S,5.2,5.2,5.2,10,Q3
259585,240133,6.0,2013,1,S,5.0,5.0,5.0,10,Q3
262895,240133,6.0,2013,1,S,5.3,5.3,5.3,10,Q3
261459,240133,6.0,2013,1,S,6.2,6.2,6.2,40,Q3
261768,240133,6.0,2013,1,S,5.0,5.0,5.0,40,Q3
260402,240133,6.0,2013,1,S,6.2,6.2,6.2,10,Q3
227756,240072,7.5,2013,1,S,8.3,8.3,8.3,23,Q7
227590,240072,7.5,2013,1,S,6.6,6.6,6.6,23,Q7
226472,240072,7.5,2013,1,S,7.0,7.0,7.0,33,Q7
227413,240072,7.5,2013,1,S,5.7,5.7,5.7,41,Q7
231371,240072,7.5,2013,1,S,6.5,6.5,6.5,41,Q7
227298,240072,7.5,2013,1,S,5.6,5.6,5.6,42,Q7
227351,240072,7.5,2013,1,S,7.1,7.1,7.1,42,Q7
229314,240072,7.5,2013,1,S,6.0,6.0,6.0,43,Q7
226950,240072,7.5,2013,1,S,7.0,7.0,7.0,23,Q7
229754,240072,7.5,2013,1,S,6.5,6.5,6.5,31,Q7
227556,240072,7.5,2013,1,S,7.3,7.3,7.3,31,Q7
227341,240072,7.5,2013,1,S,5.6,5.6,5.6,32,Q7
229451,240072,7.5,2013,1,S,6.4,6.4,6.4,32,Q7
228533,240072,7.5,2013,1,S,6.1,6.1,6.1,32,Q7
232054,240072,7.5,2013,1,S,6.3,6.3,6.3,32,Q7
227769,240072,7.5,2013,1,S,6.3,6.3,6.3,22,Q7
232965,240055,3.0,2013,1,S,6.0,6.0,6.0,52,Q5
245407,240055,3.0,2013,1,N,2.7,2.7,2.7,52,Q5
250480,240055,3.0,2013,1,S,6.3,6.3,6.3,52,Q5
228599,240055,3.0,2013,1,S,6.2,6.2,6.2,52,Q5
239837,240055,3.0,2013,1,S,6.6,6.6,6.6,52,Q5
256156,240055,3.0,2013,1,S,5.0,5.0,5.0,52,Q5
227094,240072,7.5,2013,1,S,8.5,8.5,8.5,11,Q7
228581,240072,7.5,2013,1,S,7.7,7.7,7.7,11,Q7
229808,240072,7.5,2013,1,S,7.5,7.5,7.5,11,Q7
227365,240072,7.5,2013,1,S,6.3,6.3,6.3,11,Q7
227133,240072,7.5,2013,1,S,9.0,9.0,9.0,21,Q7
229925,240072,7.5,2013,1,S,7.5,7.5,7.5,21,Q7
232879,240072,7.5,2013,1,S,6.5,6.5,6.5,22,Q7
244653,240055,3.0,2013,1,S,7.0,7.0,7.0,51,Q5
243582,240055,3.0,2013,1,S,6.7,6.7,6.7,51,Q5
256155,240055,3.0,2013,1,S,5.0,5.0,5.0,51,Q5
245369,240055,3.0,2013,1,S,6.0,6.0,6.0,51,Q5
229635,240072,7.5,2013,1,S,4.6,4.6,5.0,34,Q7
227701,240072,7.5,2013,1,S,6.3,6.3,6.3,12,Q7
228154,240072,7.5,2013,1,S,7.5,7.5,7.5,13,Q7
256153,240055,3.0,2013,1,S,6.1,6.1,6.1,42,Q5
228593,240172,6.0,2013,1,S,6.8,6.8,6.8,11,Q7
244140,240042,6.0,2013,1,S,6.1,6.1,6.1,11,Q4
261788,240032,4.5,2013,1,S,6.7,6.7,6.7,12,Q3
259477,240032,4.5,2013,1,S,6.2,6.2,6.2,12,Q3
259607,240032,4.5,2013,1,S,5.4,5.4,5.4,12,Q3
261782,240032,4.5,2013,1,S,6.7,6.7,6.7,12,Q3
259528,240032,4.5,2013,1,S,6.2,6.2,6.2,12,Q3
260194,240032,4.5,2013,1,S,7.5,7.5,7.5,21,Q3
258937,240032,4.5,2013,1,S,5.8,5.8,5.8,21,Q3
258620,240032,4.5,2013,1,S,6.2,6.2,6.2,22,Q3
259116,240032,4.5,2013,1,S,7.2,7.2,7.2,11,Q3
243019,240032,4.5,2013,1,N,2.0,2.0,2.0,11,Q3
278850,240032,4.5,2013,1,S,5.2,5.2,5.2,11,Q3
259904,240032,4.5,2013,1,S,5.5,5.5,5.5,11,Q3
259232,240032,4.5,2013,1,S,7.0,7.0,7.0,11,Q3
261800,240032,4.5,2013,1,S,5.9,5.9,5.9,12,Q3
228245,240042,6.0,2013,1,S,6.1,6.1,6.1,12,Q4
259702,240132,4.5,2013,1,N,3.0,3.0,3.0,22,Q3
278742,240032,4.5,2013,1,S,5.0,5.0,5.0,11,Q3
260056,240032,4.5,2013,1,S,8.0,8.0,8.0,11,Q3
245764,240032,4.5,2013,1,N,4.1,4.1,4.1,41,Q3
259125,240032,4.5,2013,1,S,5.4,5.4,5.4,41,Q3
259848,240032,4.5,2013,1,S,7.4,7.4,7.4,41,Q3
260299,240032,4.5,2013,1,S,5.0,5.0,5.0,51,Q3
244802,240042,6.0,2013,1,S,5.0,5.0,5.0,12,Q4
228536,240042,6.0,2013,1,S,5.0,5.0,5.0,12,Q4
252422,240042,6.0,2013,1,S,5.0,5.0,5.0,22,Q4
228297,240042,6.0,2013,1,S,5.0,5.0,5.0,22,Q4
260256,240042,6.0,2013,1,N,4.4,4.4,4.4,22,Q4
243985,240042,6.0,2013,1,S,5.8,5.8,5.8,22,Q4
243136,240042,6.0,2013,1,N,4.5,4.5,4.5,22,Q4
229180,240042,6.0,2013,1,N,0.0,0.0,0.0,22,Q4
259698,240032,4.5,2013,1,S,5.6,5.6,5.6,31,Q3
258169,240032,4.5,2013,1,S,6.8,6.8,6.8,32,Q3
259986,240032,4.5,2013,1,S,6.2,6.2,6.2,32,Q3
278729,240032,4.5,2013,1,S,5.8,5.8,5.8,42,Q3
259700,240032,4.5,2013,1,S,7.3,7.3,7.3,42,Q3
278737,240032,4.5,2013,1,S,5.0,5.0,5.0,42,Q3
243543,240042,6.0,2013,1,S,5.5,5.5,5.5,31,Q4
245176,240042,6.0,2013,1,S,7.3,7.3,7.3,31,Q4
228884,240042,6.0,2013,1,N,2.6,2.6,2.6,31,Q4
264455,240132,4.5,2013,1,S,5.2,5.2,5.2,41,Q3
228281,240062,4.5,2013,1,S,7.6,7.6,7.6,22,Q6
239847,240062,4.5,2013,1,S,6.9,6.9,6.9,22,Q6
242655,240062,4.5,2013,1,S,9.5,9.5,9.5,31,Q6
227766,240062,4.5,2013,1,S,7.3,7.3,7.3,31,Q6
251365,240062,4.5,2013,1,S,6.9,6.9,6.9,31,Q6
228600,240062,4.5,2013,1,N,3.8,3.8,3.8,31,Q6
